序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,双星新材,002585,3,3天3板,10.020242691040039,10.87,22.64 亿,96.39 亿,124.06 亿,24.11724281311035,58601691,094257,140515,3,塑料
2,黄河旋风,600172,3,12天6板,10.008271217346191,13.3,40.53 亿,169.74 亿,191.81 亿,24.25257682800293,41646290,100741,140744,11,通用设备
3,新金路,000510,3,3天3板,9.981740951538086,18.07,14.30 亿,109.61 亿,117.19 亿,13.576855659484863,13740247,102439,110415,10,化学原料
4,宝鼎科技,002552,3,14天9板,10.0,48.18,16.55 亿,177.54 亿,186.93 亿,9.803237915039062,88559658,130251,130251,0,元件
5,三佳科技,600520,2,2天2板,10.008963584899902,36.82,2.99 亿,58.33 亿,58.33 亿,5.1179070472717285,140221606,092501,092501,0,专用设备
6,华天科技,002185,2,2天2板,10.017678260803223,18.67,112.43 亿,609.80 亿,609.94 亿,18.49042510986328,827324718,092500,111621,6,半导体
7,华电能源,600726,2,2天2板,9.971098899841309,7.61,15.19 亿,568.87 亿,601.75 亿,2.716611623764038,123043046,093954,094027,1,电力
8,香江控股,600162,2,2天2板,9.947644233703613,2.1,6153.72 万,68.64 亿,68.64 亿,0.8965582251548767,91673292,092503,092503,0,房地产开
9,华塑控股,000509,2,2天2板,9.976798057556152,4.74,3.73 亿,50.87 亿,50.87 亿,7.433676242828369,46418327,093054,093054,0,光学光电
10,长电科技,600584,2,2天2板,10.003742218017578,88.19,287.85 亿,1578.08 亿,1578.08 亿,18.991500854492188,476572498,144416,144416,0,半导体
11,泰坦股份,003036,2,5天3板,10.003572463989258,61.58,11.04 亿,133.19 亿,133.19 亿,8.601120948791504,22482858,131151,141457,4,专用设备
12,新亚制程,002388,2,2天2板,10.085470199584961,6.44,7901.30 万,32.59 亿,32.89 亿,2.424107551574707,137522348,092500,092500,0,其他电子
13,卧龙新能,600173,1,首板,9.940652847290039,7.41,1.33 亿,51.90 亿,51.91 亿,2.586834669113159,66712911,093330,093518,1,房地产开
14,米奥会展,300795,1,首板,19.980506896972656,12.31,1.36 亿,21.42 亿,36.79 亿,6.333407878875732,102317150,093000,093000,0,专业服务
15,红星发展,600367,1,首板,10.01108169555664,29.78,9.60 亿,95.88 亿,101.59 亿,10.183032035827637,66422205,094114,101438,1,化学原料
16,大众公用,600635,1,首板,10.03649616241455,6.03,14.10 亿,145.85 亿,178.03 亿,9.788957595825195,40896063,094026,135629,5,燃气Ⅱ
17,和顺石油,603353,1,首板,10.007989883422852,55.07,4.71 亿,93.85 亿,94.67 亿,5.079367160797119,45399708,093528,140931,2,炼化及贸
18,步步高,002251,1,首板,10.079575538635254,4.15,4.94 亿,89.33 亿,111.58 亿,5.637898921966553,53340365,093906,094518,1,一般零售
19,中大力德,002896,1,首板,9.996320724487305,89.68,26.93 亿,176.24 亿,176.24 亿,15.486517906188965,76370591,093403,144133,2,通用设备
20,沃格光电,603773,1,首板,9.997596740722656,91.54,18.64 亿,205.65 亿,205.72 亿,9.27904987335205,138418274,100013,105104,1,光学光电
21,上海电力,600021,1,首板,9.978425025939941,20.39,31.62 亿,575.25 亿,575.25 亿,5.649756908416748,155927529,095847,095847,0,电力
22,中百集团,000759,1,首板,9.960159301757812,5.52,2.99 亿,36.19 亿,36.57 亿,8.449618339538574,52335302,094639,094757,1,一般零售
23,沃特股份,002886,1,首板,9.993036270141602,31.59,9.67 亿,66.05 亿,83.15 亿,15.106548309326172,72910035,101021,104539,2,塑料
24,甬金股份,603995,1,首板,10.011122703552246,19.78,3.45 亿,72.32 亿,72.32 亿,4.871774196624756,6266304,101525,144649,2,特钢Ⅱ
25,中京电子,002579,1,首板,10.02194595336914,15.04,15.57 亿,87.75 亿,92.14 亿,18.393795013427734,130037148,101542,101542,0,元件
26,播恩集团,001366,1,3天2板,9.988180160522461,18.61,2.66 亿,29.90 亿,29.90 亿,9.27983570098877,183650998,102409,102409,0,饲料
27,招金黄金,000506,1,首板,10.0,15.4,7.27 亿,143.02 亿,143.07 亿,5.301266193389893,122781120,102518,102518,0,贵金属
28,晨丰科技,603685,1,首板,10.012284278869629,35.82,3.49 亿,72.17 亿,90.61 亿,4.928399085998535,13842567,100016,144649,4,光学光电
29,复洁科技,688335,1,首板,19.98494529724121,31.88,2.70 亿,47.19 亿,47.19 亿,5.9992241859436035,20216191,100709,104006,1,环境治理
30,胜通能源,001331,1,首板,10.006486892700195,67.83,7.75 亿,133.71 亿,191.44 亿,5.906047344207764,34645461,095103,130012,1,燃气Ⅱ
31,金钼股份,601958,1,首板,9.990530014038086,23.23,18.28 亿,749.54 亿,749.54 亿,2.5427422523498535,134580682,112824,112824,0,小金属
32,肯特股份,301591,1,首板,20.0,58.68,7.23 亿,20.17 亿,49.36 亿,38.61787796020508,65749296,111106,111106,0,塑料
33,真视通,002771,1,首板,9.977989196777344,14.99,3.86 亿,26.16 亿,31.44 亿,15.213930130004883,65527286,103145,111809,1,IT服务Ⅱ
34,盛龙股份,001257,1,首板,10.008517265319824,25.83,9.38 亿,35.37 亿,474.23 亿,27.767709732055664,45341465,130106,130248,2,小金属
35,生益电子,688183,1,首板,20.003633499145508,132.1,97.09 亿,1098.84 亿,1098.84 亿,9.27184009552002,142092440,130122,141146,15,元件
36,生益科技,600183,1,3天2板,9.998283386230469,128.17,96.18 亿,3069.03 亿,3113.40 亿,3.264918565750122,225237242,130320,135150,2,元件
