序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sh603986,XD兆易创,526.22,2.208,330.18 亿
2,sz300502,新易盛,700.0,6.22,318.16 亿
3,sh600584,长电科技,88.19,10.004,287.85 亿
4,sz000725,京东方Ａ,5.77,9.488,286.46 亿
5,sz300476,胜宏科技,392.95,2.464,271.41 亿
6,sh688981,中芯国际,149.18,-4.372,267.87 亿
7,sz300308,中际旭创,1103.0,0.915,257.17 亿
8,sz002156,通富微电,75.39,8.04,248.21 亿
9,sh688256,寒武纪,1410.96,0.317,216.75 亿
10,sh688008,澜起科技,272.29,-4.15,214.96 亿
11,sz300274,阳光电源,178.99,7.026,199.51 亿
12,sz000988,华工科技,170.32,-0.942,190.18 亿
13,sz300394,天孚通信,406.76,2.523,190.02 亿
14,sh688041,海光信息,341.16,3.482,174.58 亿
15,sh601138,工业富联,69.98,-0.455,151.71 亿
16,sz002463,沪电股份,133.36,8.83,151.58 亿
17,sz002384,东山精密,221.2,-2.228,149.20 亿
18,sh601899,紫金矿业,32.9,4.944,143.19 亿
19,sz300750,宁德时代,402.5,-0.094,141.52 亿
20,sz002281,光迅科技,206.72,-7.706,140.27 亿
