序号,代码,名称,最新价,涨跌幅,成交额(亿元)
3,sh600584,长电科技,88.19,10.004,287.85 亿
4,sz000725,京东方Ａ,5.77,9.488,286.46 亿
16,sz002463,沪电股份,133.36,8.83,151.58 亿
