序号,代码,名称,最新价,涨跌幅,成交额(亿元)
7,sh603986,兆易创新,306.16,9.999,136.01 亿
8,sh601669,中国电建,6.47,-10.014,127.79 亿
17,sz001309,德明利,352.06,10.002,88.49 亿
