序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,贝肯能源,002828,0天0板,-5.148833751678467,11.79,13.67,5.36亿,23.70亿,23.70亿,21.6569881439209,0.0,092500,1,19.95172882080078,油服工程
2,威派格,603956,2天1板,4.552351951599121,6.89,7.25,4.87亿,39.27亿,39.27亿,12.228110313415527,0.0,093059,3,7.283763408660889,专用设备
3,宿迁联盛,603065,0天0板,8.072100639343262,13.79,14.04,7.41亿,57.78亿,57.78亿,12.921862602233887,0.0,093409,3,9.482758522033691,化学制品
4,巨轮智能,002031,0天0板,6.326530933380127,5.21,5.39,7.74亿,99.70亿,114.59亿,7.739484786987305,0.0,093612,1,10.0,专用设备
5,大业股份,603278,0天0板,7.514450550079346,9.3,9.52,3.58亿,31.78亿,31.78亿,11.316996574401855,0.0,093612,2,10.0578031539917,通用设备
6,哈焊华通,301137,0天0板,18.505563735961914,37.27,37.74,6.18亿,67.76亿,67.76亿,9.459940910339355,0.0,094048,1,15.802862167358398,通用设备
7,晋拓股份,603211,0天0板,6.313364028930664,23.07,23.87,4.80亿,62.71亿,62.71亿,7.649497985839844,0.0,094156,2,11.152073860168457,汽车零部
8,泛微网络,603039,3天2板,6.066274642944336,39.69,41.16,24.24亿,122.10亿,122.10亿,19.58393096923828,0.0,095525,6,8.685195922851562,软件开发
9,赞宇科技,002637,0天0板,7.739938259124756,10.44,10.66,2.71亿,48.54亿,49.11亿,5.638479232788086,0.0,095912,2,9.391124725341797,化学制品
10,杰克科技,603337,2天1板,7.422872066497803,46.31,47.42,7.91亿,216.28亿,220.62亿,3.63350510597229,0.0,100013,1,6.54140567779541,专用设备
11,昂立教育,600661,0天0板,7.701019287109375,9.51,9.71,2.73亿,27.25亿,27.25亿,10.186705589294434,0.0,100040,2,9.966024398803711,教育
12,铖昌科技,001270,0天0板,7.929991245269775,99.9,101.82,13.07亿,204.60亿,205.91亿,6.47096586227417,0.0,100624,1,10.66335391998291,军工电子
13,中超控股,002471,0天0板,9.652509689331055,5.68,5.7,11.94亿,76.34亿,77.75亿,15.893461227416992,0.0,101533,1,8.68725872039795,电网设备
14,运机集团,001288,0天0板,7.401575088500977,27.28,27.94,2.66亿,41.43亿,63.77亿,6.457322120666504,0.0,101554,1,11.574803352355957,专用设备
15,航锦科技,000818,0天0板,6.8580546379089355,13.4,13.79,6.78亿,88.20亿,88.44亿,7.759873867034912,0.0,130603,1,9.968101501464844,化学原料
16,亚玛顿,002623,0天0板,7.671601295471191,16.0,16.35,1.84亿,30.82亿,30.89亿,6.032888889312744,0.0,140145,1,9.286675453186035,光伏设备
