序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000533,顺钠股份,11.45,10.33,11559.9585,126090.1211,涨幅偏离值达7%的证券
2,000815,美利云,16.7,10.33,9267.078,152570.1341,涨幅偏离值达7%的证券
3,000967,盈峰环境,8.64,10.33,8541.7542,72475.9931,涨幅偏离值达7%的证券
4,002131,利欧股份,5.13,10.33,140527.1202,700101.2618,涨幅偏离值达7%的证券
5,002354,天娱数科,7.16,10.33,12580.8351,89927.7931,涨幅偏离值达7%的证券
6,600192,长城电工,7.22,10.65,2311.1594,16058.93,涨幅偏离值达7%的证券
7,600468,百利电气,6.22,10.68,5012.7563,30416.27,涨幅偏离值达7%的证券
8,600540,新赛股份,3.83,10.65,2150.43,7949.32,涨幅偏离值达7%的证券
9,600644,乐山电力,10.29,10.64,5992.9503,59194.77,涨幅偏离值达7%的证券
10,603222,济民健康,7.88,10.64,1493.599,11493.45,涨幅偏离值达7%的证券
11,900916,凤凰B股,0.49,10.65,197.19,96.23,涨幅偏离值达7%的证券
12,000820,神雾节能,3.87,22.72,6745.7807,25975.8885,换手率达20%的证券
13,002828,贝肯能源,11.79,21.66,4352.786,53573.6136,换手率达20%的证券
14,603407,长裕集团,55.17,21.24,762.8197,42957.68,换手率达20%的证券
15,920065,千岸科技,39.3,29.11,458.4525,17690.03,换手率达20%的证券
16,920130,立方控股,21.25,20.59,1179.5909,24687.31,换手率达20%的证券
17,920176,维琪科技,70.8,45.52,361.7219,23843.2,换手率达20%的证券
18,920222,益坤电气,28.49,44.11,510.0004,14420.55,换手率达20%的证券
19,920238,长鹰硬科,77.3,36.49,708.2412,54135.63,换手率达20%的证券
20,001309,德明利,349.0,-9.24,2721.4536,977539.5314,跌幅偏离值达7%的证券
21,002156,通富微电,51.34,-9.18,16151.2273,852786.1653,跌幅偏离值达7%的证券
22,002199,东晶电子,12.3,-9.68,2066.92,25736.7121,跌幅偏离值达7%的证券
23,002379,宏桥控股,18.69,-9.68,7333.3259,139091.9826,跌幅偏离值达7%的证券
24,002409,雅克科技,120.91,-9.31,3845.7402,476434.2414,跌幅偏离值达7%的证券
25,600641,先导基电,23.41,-9.41,8149.9531,194925.11,跌幅偏离值达7%的证券
26,603256,宏和科技,115.32,-9.41,2481.8598,295146.56,跌幅偏离值达7%的证券
27,603986,兆易创新,340.74,-9.41,6570.0912,2303272.07,跌幅偏离值达7%的证券
28,605068,明新旭腾,19.52,-9.42,605.83,11922.04,跌幅偏离值达7%的证券
29,603106,恒银科技,8.22,20.93,2078.7751,16061.05,连续三个交易日内，涨幅偏离值累计达20%的证券
30,603261,立航科技,49.93,20.88,418.3115,19691.3,连续三个交易日内，涨幅偏离值累计达20%的证券
31,603336,宏辉果蔬,9.96,22.11,12096.1986,113506.55,连续三个交易日内，涨幅偏离值累计达20%的证券
32,603660,苏州科达,9.97,24.65,12176.8448,111206.85,连续三个交易日内，涨幅偏离值累计达20%的证券
33,603682,锦和商管,10.56,20.83,6244.7376,62799.88,连续三个交易日内，涨幅偏离值累计达20%的证券
34,002882,金龙羽,23.98,17.85,2838.1281,64613.597,振幅值达15%的证券
35,603823,百合花,51.48,20.96,3197.5221,154255.21,振幅值达15%的证券
36,605179,一鸣食品,21.31,15.82,3858.2796,77064.66,振幅值达15%的证券
37,300305,裕兴股份,6.06,20.0,3417.7425,19377.0646,
38,300613,富瀚微,67.48,20.0,1119.6569,75553.0001,
39,301082,久盛电气,10.62,20.0,2849.0397,28377.9755,
40,301182,凯旺科技,60.98,20.0,176.7863,10441.2293,
41,301596,瑞迪智驱,49.82,20.0,376.8649,18144.0751,
42,300996,普联软件,17.09,30.48,10152.9072,180371.944,
43,301520,万邦医药,41.83,36.04,1178.3519,50905.0155,
44,301583,托伦斯,154.8,41.91,1292.1342,196040.9097,
45,603118,共进股份,13.18,-20.3,38572.5082,562220.89,连续三个交易日内，跌幅偏离值累计达20%的证券
