序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sh688825,长鑫科技,54.99,1.89,299.89亿
2,sz300308,中际旭创,902.5,0.054,291.44亿
3,sh603986,兆易创新,340.74,-10.0,230.33亿
4,sz300502,新易盛,394.08,-0.487,158.85亿
5,sh688256,寒武纪,1028.0,-7.052,146.00亿
6,sz002384,东山精密,162.81,-5.056,133.93亿
7,sz300058,蓝色光标,14.72,2.578,120.15亿
8,sh688012,中微公司,309.85,-9.927,113.15亿
9,sh600176,中国巨石,34.06,-9.989,107.34亿
10,sz002475,立讯精密,53.71,-6.559,100.69亿
11,sz300394,天孚通信,180.5,5.549,100.29亿
12,sz001309,德明利,349.0,-9.562,97.75亿
13,sz000938,紫光股份,33.1,-5.13,97.51亿
14,sz000636,风华高科,51.96,5.289,92.08亿
15,sh688008,澜起科技,189.94,-7.301,91.65亿
16,sz002371,北方华创,641.3,-6.652,85.84亿
17,sz002156,通富微电,51.34,-9.501,85.28亿
18,sh600584,长电科技,61.0,-7.168,84.59亿
19,sz300750,宁德时代,394.4,-0.228,84.58亿
20,sz300604,长川科技,227.42,-12.409,84.28亿
