序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3809.6629,-22.6,-0.59,3832.2624,3812.6129,3827.6359,3797.6431,524516960.0,952256890102,9522.57亿
2,sz399001,深证成指,13448.289,-130.641,-0.962,13578.93,13497.104,13570.512,13407.989,61882869562.0,1045128965551,10451.29亿
3,Total,沪深总成交额,,,,,,,,,1997385855653,19973.86亿
