序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,传智教育,003032,6,6天6板,9.988649368286133,9.69,7937.20万,27.57亿,39.00亿,2.879316568374634,198742617,092500,092500,0,教育
2,一鸣食品,605179,5,5天5板,10.015487670898438,21.31,7.71亿,85.45亿,85.45亿,9.621644973754883,34652169,144419,144419,0,饮料乳品
3,高争民爆,002827,4,4天4板,10.0,38.06,3.16亿,105.05亿,105.44亿,3.0139989852905273,127242192,093024,093024,0,化学制品
4,神雾节能,000820,3,3天3板,9.943181991577148,3.87,2.60亿,11.49亿,25.02亿,22.715599060058594,9749284,093424,132906,8,环保设备
5,恒银科技,603106,2,2天2板,10.0401611328125,8.22,7165.27万,42.79亿,42.79亿,1.6746461391448975,58202203,092502,092502,0,计算机设
6,天娱数科,002354,2,2天2板,9.984639167785645,7.16,8.99亿,116.40亿,118.47亿,7.738748550415039,249308715,092500,093124,2,广告营销
7,立航科技,603261,2,2天2板,10.002202987670898,49.93,9835.99万,38.70亿,38.70亿,2.561483144760132,33727715,093106,094454,4,航空装备
8,中大力德,002896,2,2天2板,9.993868827819824,71.76,5.35亿,141.02亿,141.02亿,3.835886240005493,212022096,093109,093212,1,通用设备
9,豪尔赛,002963,2,2天2板,9.984871864318848,14.54,3779.87万,17.88亿,21.86亿,2.174088954925537,63249000,093342,093342,0,装修装饰
10,中岩大地,003001,2,12天6板,9.979209899902344,21.16,1.76亿,24.20亿,36.93亿,7.374263286590576,76042840,093024,093024,0,专业工程
11,德龙汇能,000593,2,2天2板,9.988180160522461,18.61,7741.02万,66.71亿,66.74亿,1.160334825515747,110003616,092500,092500,0,燃气Ⅱ
12,欧克科技,001223,2,6天3板,10.006082534790039,36.17,1.20亿,25.26亿,47.27亿,4.889493465423584,56006206,130018,130018,0,自动化设
13,新能股份,000595,2,9天5板,9.963099479675293,5.96,3.27亿,67.86亿,67.86亿,4.973748207092285,64944332,094336,094524,2,电力
14,利欧股份,002131,2,2天2板,10.085836410522461,5.13,70.01亿,300.35亿,347.39亿,24.002042770385742,198366029,100857,134248,22,通用设备
15,锦和商管,603682,2,2天2板,10.0,10.56,3.77亿,49.90亿,49.90亿,7.627796173095703,20549760,093115,094927,4,一般零售
16,盈峰环境,000967,2,2天2板,10.06369400024414,8.64,7.25亿,290.10亿,290.23亿,2.5439538955688477,98553369,093245,093245,0,环保设备
17,美利云,000815,2,11天6板,10.013175010681152,16.7,15.26亿,116.11亿,116.11亿,13.328880310058594,93840723,093351,100327,6,IT服务Ⅱ
18,利柏特,605167,1,首板,10.007638931274414,14.4,4837.05万,73.43亿,73.43亿,0.6588841080665588,67839840,093002,093002,0,专业工程
19,欣天科技,300615,1,首板,20.02301597595215,10.43,1321.59万,15.97亿,20.13亿,0.8276985287666321,245339664,092500,092500,0,通信设备
20,富瀚微,300613,1,首板,20.00711441040039,67.48,7.56亿,148.25亿,157.16亿,5.09652853012085,144641355,093000,093000,0,半导体
21,魅视科技,001229,1,首板,10.0,34.98,7924.09万,25.80亿,50.17亿,3.1293318271636963,81416649,093230,093230,0,计算机设
