序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000533,顺钠股份,18.84,40.02,27412.7986,507431.1706,换手率达20%的证券
2,000545,金浦钛业,3.94,33.49,32998.2627,131868.2431,换手率达20%的证券
3,000815,美利云,18.84,33.48,23275.7136,429516.2215,换手率达20%的证券
4,001369,双欣材料,17.28,50.73,10198.2776,182049.8586,换手率达20%的证券
5,002177,御银股份,9.65,37.7,27715.8195,263591.6446,换手率达20%的证券
6,600227,赤天化,3.97,29.26,37383.3206,152188.03,换手率达20%的证券
7,600410,华胜天成,31.77,32.21,35323.4227,1118549.66,换手率达20%的证券
8,601789,宁波建工,7.48,49.07,53333.2973,395502.97,换手率达20%的证券
9,603248,锡华科技,25.64,34.9,2419.0876,61241.77,换手率达20%的证券
10,603803,瑞斯康达,12.5,30.01,12752.4429,159627.65,换手率达20%的证券
11,920036,觅睿科技,61.8,59.51,777.2308,45332.85,换手率达20%的证券
12,920088,科力股份,74.56,35.86,1149.9403,89173.23,换手率达20%的证券
13,920091,大鹏工业,75.2,37.5,509.7133,36555.33,换手率达20%的证券
14,920159,农大科技,45.33,29.24,421.0908,19959.8,换手率达20%的证券
15,920375,派诺科技,21.3,39.23,2546.371,51810.35,换手率达20%的证券
1,000537,绿发电力,12.51,10.68,7410.0231,91351.2539,涨幅偏离值达7%的证券
2,000600,建投能源,10.7,10.68,10348.5937,106511.7985,涨幅偏离值达7%的证券
3,002015,协鑫能科,21.36,10.68,34757.2212,725210.0668,涨幅偏离值达7%的证券
4,002487,大金重工,73.32,10.68,2343.2873,164138.898,涨幅偏离值达7%的证券
5,002498,汉缆股份,10.38,10.68,28088.4398,280856.5166,涨幅偏离值达7%的证券
6,600121,郑州煤电,5.14,10.17,13764.7639,68212.03,涨幅偏离值达7%的证券
7,600370,三房巷,2.48,10.33,10434.365,25876.46,涨幅偏离值达7%的证券
8,600691,潞化科技,4.03,10.21,9821.1722,39434.11,涨幅偏离值达7%的证券
9,601868,中国能建,3.8,10.25,478465.5947,1745827.51,涨幅偏离值达7%的证券
10,601991,大唐发电,4.58,10.2,17074.5678,76484.88,涨幅偏离值达7%的证券
11,900937,华电B股,0.19,7.58,1684.8151,315.09,涨幅偏离值达7%的证券
12,900939,汇丽B,0.53,10.26,251.4224,129.65,涨幅偏离值达7%的证券
2,002150,正泰电源,32.65,21.18,3863.9178,118764.0121,连续三个交易日内，涨幅偏离值累计达20%的证券
3,002281,光迅科技,98.82,24.49,27271.3868,2515493.6602,连续三个交易日内，涨幅偏离值累计达20%的证券
4,002445,中南文化,4.08,21.23,1982.732,7788.7269,连续三个交易日内，涨幅偏离值累计达20%的证券
5,002455,百川股份,16.16,20.85,15822.184,249975.094,连续三个交易日内，涨幅偏离值累计达20%的证券
6,600330,天通股份,19.19,21.83,61895.218,1145339.74,连续三个交易日内，涨幅偏离值累计达20%的证券
7,600722,金牛化工,15.4,20.83,30392.9228,429529.7,连续三个交易日内，涨幅偏离值累计达20%的证券
8,601016,节能风电,4.43,20.89,136857.5177,568744.91,连续三个交易日内，涨幅偏离值累计达20%的证券
9,601330,绿色动力,9.21,20.88,14784.2391,130664.2,连续三个交易日内，涨幅偏离值累计达20%的证券
11,601858,中国科传,23.43,22.0,6744.0194,147684.83,连续三个交易日内，涨幅偏离值累计达20%的证券
13,603757,大元泵业,49.38,22.78,6301.2378,301408.77,连续三个交易日内，涨幅偏离值累计达20%的证券
1,002126,银轮股份,47.56,-7.15,4727.8804,229185.2851,跌幅偏离值达7%的证券
2,002270,华明装备,33.22,-8.35,3017.6663,103378.8335,跌幅偏离值达7%的证券
3,002383,合众思壮,10.82,-9.15,7520.6604,83575.6141,跌幅偏离值达7%的证券
4,002922,伊戈尔,41.22,-8.8,3798.9242,161262.3685,跌幅偏离值达7%的证券
5,002946,新乳业,18.05,-8.52,2431.0352,43967.8279,跌幅偏离值达7%的证券
6,600841,动力新科,8.95,-7.25,4323.05,39340.52,跌幅偏离值达7%的证券
7,603356,华菱精工,19.73,-7.35,985.39,19908.62,跌幅偏离值达7%的证券
8,603960,克来机电,23.02,-9.9,2758.6057,65013.42,跌幅偏离值达7%的证券
9,605268,王力安防,14.46,-9.91,3386.2846,49202.09,跌幅偏离值达7%的证券
1,003041,真爱美家,63.5,15.11,1388.2663,86254.077,振幅值达15%的证券
1,300448,浩云科技,9.2,-15.52,10920.9878,105921.3255,
1,300690,双一科技,37.4,20.0,3693.6801,132019.8464,
2,301068,大地海洋,35.16,20.0,677.8799,22513.5886,
3,301396,宏景科技,149.98,20.0,2583.7557,367184.9869,
4,301658,首航新能,53.2,15.8,2769.2246,142550.5194,
5,301667,纳百川,79.98,20.0,1014.9229,76927.7272,
6,688097,博众精工,63.54,17.23,2874.3766,174744.38,
7,688295,中复神鹰,43.25,20.01,3057.8349,131811.47,
1,301361,众智科技,48.01,39.44,1200.5979,57807.8302,
2,301388,欣灵电气,43.48,42.6,1221.1122,50813.1984,
3,301638,南网数字,33.55,40.2,9445.364,321424.0759,
