序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,603900,莱绅通灵,-9.93630599975586,7.07,2.99亿,24.23亿,24.24亿,63.44737243652344,12.270316123962402,289870,150000,190713134,1,13,饰品
2,601212,白银有色,-9.960680961608887,6.87,25.87亿,508.71亿,508.71亿,317.1453552246094,5.075697422027588,29639838,142745,11898405698,1,26,工业金属
3,002785,万里石,-10.008434295654297,32.01,4.44亿,62.19亿,72.54亿,141.30372619628906,7.127777576446533,37794207,130030,1065017514,1,41,装修建材
4,600272,开开实业,-10.004928588867188,18.26,5.72亿,29.22亿,47.96亿,107.89704895019531,19.438499450683594,42686438,135451,1011295406,1,16,医药商业
5,002437,誉衡药业,-10.082304000854492,4.37,29.43亿,91.89亿,97.45亿,30.646045684814453,31.697589874267578,68545822,143815,985628850,1,23,化学制药
6,600363,联创光电,-10.005496978759766,16.37,3.62亿,73.81亿,73.81亿,22.144359588623047,4.873977184295654,146463912,093312,3250287759,1,0,消费电子
7,000545,金浦钛业,-10.037175178527832,2.42,4206.06万,23.85亿,23.88亿,-83.71671295166016,1.7637858390808105,154798370,092500,388687574,1,0,化学原料
8,002742,冀衡医药,-9.935897827148438,5.62,1.38亿,29.44亿,38.45亿,-95.45551300048828,4.695611476898193,286586903,093018,1327479405,1,1,化学制药
9,002412,汉森制药,-9.977151870727539,11.82,2.21亿,58.85亿,59.48亿,27.89996910095215,3.7557873725891113,341145672,093006,1306336269,1,0,中药Ⅱ
10,600721,百花医药,-9.974093437194824,13.9,6.50亿,53.45亿,53.45亿,181.06752014160156,12.155373573303223,444237355,103731,4589352491,1,2,医疗服务
11,600613,神奇制药,-10.0,11.16,1.08亿,53.49亿,59.60亿,135.67205810546875,2.0202789306640625,555425298,092502,2764670148,1,0,化学制药
