序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3986.298,34.119,0.863,3952.179,3926.5312,3986.298,3926.5039,576656606.0,1014292552054,10142.93亿
2,sz399001,深证成指,14014.997,61.932,0.444,13953.065,13764.41,14014.997,13740.736,65882492911.0,1116737592444,11167.38亿
3,Total,沪深总成交额,,,,,,,,,2131030144498,21310.30亿
