序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000004,国华退,0.46,0.0,363.0589,166.7187,退市整理的证券
2,002808,恒久退,0.21,0.0,1161.8975,238.2516,退市整理的证券
3,002898,赛隆退,0.35,0.0,535.084,185.2989,退市整理的证券
4,920305,云创退,0.56,0.0,1551.801,894.8,退市整理的证券
5,000524,岭南控股,9.87,16.99,3879.2789,35480.3183,振幅值达15%的证券
6,000566,海南海药,4.95,16.63,27457.2609,134418.6898,振幅值达15%的证券
7,002552,宝鼎科技,60.34,18.22,3452.133,232719.1918,振幅值达15%的证券
8,002828,贝肯能源,13.48,17.32,4550.2385,59025.9563,振幅值达15%的证券
9,600172,黄河旋风,17.0,17.02,32344.937,593578.2,振幅值达15%的证券
10,600378,昊华科技,60.58,16.47,9552.4255,622104.74,振幅值达15%的证券
11,603928,兴业股份,18.8,16.47,8290.3538,151605.66,振幅值达15%的证券
12,603931,格林达,57.98,21.01,2242.6014,125156.77,振幅值达15%的证券
13,603986,兆易创新,612.0,16.6,8874.5662,5938123.92,振幅值达15%的证券
14,000547,航天发展,18.17,11.24,13331.245,234322.2112,涨幅偏离值达7%的证券
15,000887,中鼎股份,20.68,11.24,10847.416,223400.5909,涨幅偏离值达7%的证券
16,000933,神火股份,23.49,11.24,10582.0209,242616.5549,涨幅偏离值达7%的证券
17,002202,金风科技,22.36,11.24,26766.2061,580963.5624,涨幅偏离值达7%的证券
18,002414,高德红外,14.64,11.24,20399.1546,297936.7023,涨幅偏离值达7%的证券
19,600192,长城电工,6.66,11.08,1162.2776,7460.94,涨幅偏离值达7%的证券
20,600664,哈药股份,3.37,11.13,10003.2231,33687.45,涨幅偏离值达7%的证券
21,600821,金开新能,6.11,11.09,9362.5745,55509.15,涨幅偏离值达7%的证券
22,601608,中信重工,5.04,11.05,7799.2429,37696.99,涨幅偏离值达7%的证券
23,603578,三星新材,13.37,11.04,515.181,6718.04,涨幅偏离值达7%的证券
24,000779,甘咨询,10.6,22.33,23339.285,226024.6924,连续三个交易日内，涨幅偏离值累计达20%的证券
25,000892,欢瑞世纪,4.2,20.09,26539.194,103387.6821,连续三个交易日内，涨幅偏离值累计达20%的证券
26,000938,紫光股份,38.41,23.06,139841.9693,4998489.8822,连续三个交易日内，涨幅偏离值累计达20%的证券
27,001395,亚联机械,28.63,20.06,442.5274,12433.4139,连续三个交易日内，涨幅偏离值累计达20%的证券
28,002346,柘中股份,21.81,20.02,1260.4983,26591.5131,连续三个交易日内，涨幅偏离值累计达20%的证券
29,002829,星网宇达,19.5,20.02,1856.5638,34488.1724,连续三个交易日内，涨幅偏离值累计达20%的证券
