序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4043.6432,14.739,0.366,4028.9038,4031.3351,4073.8802,4027.2553,602009738.0,1465563104854,14655.63亿
2,sz399001,深证成指,15597.512,98.701,0.637,15498.811,15480.117,15823.054,15432.893,78548548047.0,1716880481973,17168.80亿
3,Total,沪深总成交额,,,,,,,,,3182443586827,31824.44亿
