序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000004,国华退,0.45,0.0,626.7334,267.3076,退市整理的证券
2,002808,恒久退,0.24,0.0,1052.2123,253.4475,退市整理的证券
3,002898,赛隆退,0.36,0.0,508.966,181.7587,退市整理的证券
4,300029,天龙退,0.15,0.0,1907.57,290.9054,退市整理的证券
5,000506,招金黄金,13.87,23.11,7966.121,100637.012,连续三个交易日内，涨幅偏离值累计达20%的证券
6,000576,甘化科工,8.14,23.03,3662.0501,28065.4452,连续三个交易日内，涨幅偏离值累计达20%的证券
7,000595,宝塔实业,6.24,23.24,1665.25,10308.9945,连续三个交易日内，涨幅偏离值累计达20%的证券
8,000656,金科股份,1.3,23.57,1148.4028,1417.3972,连续三个交易日内，涨幅偏离值累计达20%的证券
9,000908,石药景峰,6.88,23.21,9080.9502,59862.286,连续三个交易日内，涨幅偏离值累计达20%的证券
10,000975,山金国际,19.84,20.31,17334.8286,323197.1328,连续三个交易日内，涨幅偏离值累计达20%的证券
11,001317,三羊马,48.43,23.06,965.0911,42998.2738,连续三个交易日内，涨幅偏离值累计达20%的证券
12,002020,京新药业,15.19,23.31,10081.7557,143972.0588,连续三个交易日内，涨幅偏离值累计达20%的证券
13,002235,安妮股份,9.31,20.08,11568.5315,100616.6891,连续三个交易日内，涨幅偏离值累计达20%的证券
14,002294,信立泰,40.08,27.38,17636.6053,636658.6753,连续三个交易日内，涨幅偏离值累计达20%的证券
15,002422,科伦药业,47.98,26.25,16023.1323,691497.5974,连续三个交易日内，涨幅偏离值累计达20%的证券
16,002496,辉丰股份,2.23,22.23,26955.2942,56441.7465,连续三个交易日内，涨幅偏离值累计达20%的证券
17,002772,众兴菌业,13.88,23.88,6461.4873,82501.3069,连续三个交易日内，涨幅偏离值累计达20%的证券
18,002850,科达利,226.16,21.17,2861.0133,589531.3098,连续三个交易日内，涨幅偏离值累计达20%的证券
19,002868,绿康生化,26.28,20.66,929.4535,22470.2497,连续三个交易日内，涨幅偏离值累计达20%的证券
20,600784,鲁银投资,7.8,22.04,6210.9598,46797.03,连续三个交易日内，涨幅偏离值累计达20%的证券
21,600988,赤峰黄金,31.23,22.68,10454.9347,299494.77,连续三个交易日内，涨幅偏离值累计达20%的证券
22,603135,中重科技,14.56,21.58,9676.5409,131278.32,连续三个交易日内，涨幅偏离值累计达20%的证券
23,603286,日盈电子,56.96,22.69,1002.9469,54241.36,连续三个交易日内，涨幅偏离值累计达20%的证券
24,603338,浙江鼎力,51.67,22.68,3011.6147,146284.7,连续三个交易日内，涨幅偏离值累计达20%的证券
25,603466,风语筑,11.63,20.04,19794.13,215248.79,连续三个交易日内，涨幅偏离值累计达20%的证券
26,603559,中通国脉,9.91,22.68,3063.2784,28422.01,连续三个交易日内，涨幅偏离值累计达20%的证券
27,603580,艾艾精工,30.13,22.68,1010.8505,28615.84,连续三个交易日内，涨幅偏离值累计达20%的证券
28,603638,艾迪精密,27.9,20.3,7955.8476,208978.62,连续三个交易日内，涨幅偏离值累计达20%的证券
29,603682,锦和商管,8.97,22.46,6425.62,54515.09,连续三个交易日内，涨幅偏离值累计达20%的证券
30,603717,天域生物,7.33,22.83,6720.2913,47281.54,连续三个交易日内，涨幅偏离值累计达20%的证券
31,603725,天安新材,13.9,24.25,10855.0528,140574.58,连续三个交易日内，涨幅偏离值累计达20%的证券
32,000566,海南海药,6.14,27.67,35877.9225,219410.5928,换手率达20%的证券
33,002354,天娱数科,9.37,38.04,61893.509,589532.93,换手率达20%的证券
34,002559,亚威股份,14.24,32.46,16607.5297,237470.9604,换手率达20%的证券
35,002584,西陇科学,9.95,25.31,12179.5399,123874.7424,换手率达20%的证券
36,002842,翔鹭钨业,45.15,24.62,6609.8152,304168.6297,换手率达20%的证券
37,600172,黄河旋风,16.86,20.58,26264.2358,444747.32,换手率达20%的证券
38,601678,滨化股份,6.93,20.9,42696.0669,305236.61,换手率达20%的证券
39,603270,金帝股份,34.3,23.54,1664.3966,57446.01,换手率达20%的证券
40,603459,红板科技,97.9,23.28,1840.0554,181737.81,换手率达20%的证券
41,603538,美诺华,38.81,30.74,7397.6592,286124.67,换手率达20%的证券
42,920072,科莱瑞迪,33.96,31.49,455.4479,15818.68,换手率达20%的证券
43,920193,吉和昌,79.36,77.89,1962.8888,128709.26,换手率达20%的证券
44,920211,新睿电子,158.28,34.63,199.4781,29488.68,换手率达20%的证券
45,920222,益坤电气,31.75,39.18,453.0401,14675.48,换手率达20%的证券
46,920510,丰光精密,32.76,30.78,2890.1425,87518.19,换手率达20%的证券
47,000592,平潭发展,6.98,-10.76,26321.4878,186364.1622,跌幅偏离值达7%的证券
48,001399,惠科股份,42.14,-10.76,2648.67,114630.5084,跌幅偏离值达7%的证券
49,002106,莱宝高科,14.63,-10.76,6051.5481,89800.7715,跌幅偏离值达7%的证券
50,002407,多氟多,49.34,-10.76,23866.9933,1196293.6166,跌幅偏离值达7%的证券
51,200725,京东方B,5.37,-7.08,948.407,4555.6817,跌幅偏离值达7%的证券
52,600397,江钨装备,25.65,-10.36,14314.9989,383938.26,跌幅偏离值达7%的证券
53,600630,龙头股份,9.62,-10.37,2671.91,26479.49,跌幅偏离值达7%的证券
54,600707,彩虹股份,15.02,-10.37,27904.9767,426347.9,跌幅偏离值达7%的证券
55,603379,三美股份,75.13,-10.37,3990.5926,307829.48,跌幅偏离值达7%的证券
56,605358,立昂微,64.67,-10.37,8602.3865,569221.11,跌幅偏离值达7%的证券
57,002056,横店东磁,32.82,15.87,12584.4393,406551.1535,振幅值达15%的证券
58,002384,东山精密,232.73,18.85,12420.1247,2782115.8389,振幅值达15%的证券
59,002674,兴业科技,29.03,19.8,4154.6994,116312.2299,振幅值达15%的证券
60,600378,昊华科技,76.01,16.02,10668.3646,827381.55,振幅值达15%的证券
61,600857,宁波中百,21.3,18.94,2251.0371,49358.32,振幅值达15%的证券
62,603078,江化微,56.26,16.19,7549.6893,404604.4,振幅值达15%的证券
63,605020,永和股份,44.71,16.84,7202.0936,330867.97,振幅值达15%的证券
64,605178,时空科技,120.06,15.63,995.6879,113083.64,振幅值达15%的证券
65,002353,杰瑞股份,161.46,9.24,1632.8911,256655.0608,涨幅偏离值达7%的证券
66,002472,双环传动,47.01,9.24,7464.1247,341214.9027,涨幅偏离值达7%的证券
67,002536,飞龙股份,51.96,9.24,5050.9632,257710.9516,涨幅偏离值达7%的证券
68,002747,埃斯顿,44.77,9.24,12674.2836,550806.8594,涨幅偏离值达7%的证券
69,600376,首开股份,3.81,9.75,3706.3466,14121.18,涨幅偏离值达7%的证券
70,600530,交大昂立,5.7,9.67,1172.165,6490.27,涨幅偏离值达7%的证券
71,603178,圣龙股份,15.68,9.67,584.91,8914.44,涨幅偏离值达7%的证券
72,603327,福蓉科技,8.86,9.7,1694.3916,14923.08,涨幅偏离值达7%的证券
73,300018,中元股份,14.65,20.0,8573.3676,122519.2039,
74,300129,泰胜风能,10.63,20.0,8243.063,82305.8485,
