序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,000890,法尔胜,-9.977827072143555,8.12,2.63亿,34.06亿,34.06亿,-92.7046127319336,7.649435997009277,2385656,132651,160601391,1,40,环保设备
2,603733,仙鹤股份,-9.981851577758789,24.8,4.94亿,179.67亿,179.67亿,17.905200958251953,2.6736817359924316,4393220,144215,134443092,1,4,造纸
3,688216,气派科技,-20.0,41.04,9.16亿,43.60亿,47.03亿,-315.6487731933594,20.05864715576172,4530610,150000,64937655,1,4,半导体
4,600397,江钨装备,-10.0,25.65,38.39亿,253.92亿,253.92亿,4762.02001953125,14.46018123626709,6669000,150000,3752541135,1,0,专用设备
5,688096,京源环保,-19.983884811401367,9.93,3.16亿,23.44亿,23.44亿,-125.90788269042969,12.51701545715332,7467876,141651,61957095,1,14,环境治理
6,000592,平潭发展,-10.051546096801758,6.98,18.64亿,133.67亿,134.84亿,-1864.3636474609375,13.74423885345459,9092189,144039,458712404,1,25,林业Ⅱ
7,002842,翔鹭钨业,-10.005979537963867,45.15,30.42亿,121.21亿,147.72亿,14.741660118103027,24.621013641357422,20249775,144600,370557607,1,4,小金属
8,605580,恒盛能源,-10.0,26.37,4.60亿,73.84亿,73.84亿,37.98006820678711,6.093128681182861,25304652,140339,67174938,1,3,电力
9,600184,光电股份,-10.0,25.83,11.69亿,150.52亿,150.52亿,3354.899658203125,7.625170707702637,26181288,142243,1658748252,2,1,地面兵装
10,603379,三美股份,-10.002395629882812,75.13,30.78亿,458.65亿,458.65亿,22.668729782104492,6.5368218421936035,36045871,141859,404400589,1,14,化学制品
11,601678,滨化股份,-10.0,6.93,30.52亿,141.60亿,142.54亿,24.333391189575195,20.89527130126953,43763947,142514,361402935,1,6,化学原料
12,600630,龙头股份,-10.009354591369629,9.62,2.65亿,40.87亿,40.87亿,41.28970718383789,6.288895130157471,51032176,094353,86228870,1,2,服装家纺
13,002106,莱宝高科,-9.969230651855469,14.63,8.98亿,103.13亿,103.26亿,73.98810577392578,8.584943771362305,69047821,132009,186922503,2,6,光学光电
14,605358,立昂微,-10.005566596984863,64.67,56.92亿,499.38亿,499.38亿,1728.05615234375,11.140110969543457,83722493,143529,6561387566,2,2,半导体
15,600160,巨化股份,-9.994528770446777,49.35,69.44亿,1332.32亿,1332.32亿,28.39542579650879,5.096952438354492,187962059,141042,855863374,1,7,化学制品
16,600707,彩虹股份,-10.00599193572998,15.02,42.63亿,538.87亿,538.98亿,2436.251708984375,7.778022766113281,227744099,142318,4885896233,1,4,光学光电
17,002407,多氟多,-9.99635124206543,49.34,119.63亿,532.26亿,587.36亿,39.102142333984375,22.124319076538086,385276077,135951,3385354155,1,14,化学制品
18,603001,奥康国际,-9.976433753967285,11.46,177.86万,45.95亿,45.95亿,45.246517181396484,0.03870517387986183,709808907,092502,41426754,2,0,服装家纺
19,001399,惠科股份,-9.9957275390625,42.14,11.46亿,181.44亿,3075.31亿,77.23300170898438,6.151589870452881,1156336349,093215,656503274,1,0,光学光电
