序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000020,深华发A,21.0,22.19,4660.0367,100365.7223,振幅值达15%的证券
2,000601,韶能股份,7.33,15.96,30988.0209,245672.3661,振幅值达15%的证券
3,000890,法尔胜,13.15,15.29,7571.0067,98341.8164,振幅值达15%的证券
4,600149,廊坊发展,6.36,17.13,4734.27,28477.8,振幅值达15%的证券
5,600310,广西能源,5.08,18.32,26417.26,129107.17,振幅值达15%的证券
6,600800,渤海化学,4.17,15.6,7476.95,31693.98,振幅值达15%的证券
7,600821,金开新能,10.06,15.15,57703.22,619531.9,振幅值达15%的证券
8,603693,江苏新能,17.78,15.39,6430.25,111048.94,振幅值达15%的证券
9,000815,美利云,19.4,29.72,20665.3069,397999.0211,换手率达20%的证券
10,000862,银星能源,8.72,33.16,20823.4393,178568.2529,换手率达20%的证券
11,002256,兆新股份,4.53,30.24,59020.0181,269674.4273,换手率达20%的证券
12,002902,铭普光磁,22.79,34.71,6471.8164,150614.5758,换手率达20%的证券
13,601133,柏诚股份,17.06,30.11,4497.76,78907.35,换手率达20%的证券
14,603248,锡华科技,27.37,30.7,2127.87,58681.15,换手率达20%的证券
15,603687,大胜达,14.73,30.38,16709.73,240482.67,换手率达20%的证券
16,603803,瑞斯康达,14.61,29.99,12744.24,178218.83,换手率达20%的证券
17,920028,新恒泰,18.51,42.03,1788.6797,35058.67,换手率达20%的证券
18,920078,族兴新材,26.02,42.81,886.1418,23348.32,换手率达20%的证券
19,920088,科力股份,75.76,27.48,881.19,65859.47,换手率达20%的证券
20,920414,欧普泰,14.8,25.61,1436.3892,21214.49,换手率达20%的证券
21,920641,格利尔,20.9,21.27,966.3366,20247.22,换手率达20%的证券
22,000968,蓝焰控股,11.0,30.79,36931.5735,374303.0186,连续三个交易日内，涨幅偏离值累计达20%的证券
23,001258,立新能源,10.62,21.42,27385.0548,277852.9617,连续三个交易日内，涨幅偏离值累计达20%的证券
24,001896,豫能控股,16.21,21.46,62601.5115,950850.2502,连续三个交易日内，涨幅偏离值累计达20%的证券
25,002150,正泰电源,38.37,26.32,8923.0312,327949.3909,连续三个交易日内，涨幅偏离值累计达20%的证券
26,002309,中利集团,4.19,26.41,28521.1597,110123.7479,连续三个交易日内，涨幅偏离值累计达20%的证券
27,600032,浙江新能,10.76,20.9,27757.68,280871.67,连续三个交易日内，涨幅偏离值累计达20%的证券
28,600396,华电辽能,6.89,25.92,56205.42,356412.27,连续三个交易日内，涨幅偏离值累计达20%的证券
29,600815,厦工股份,3.84,23.58,53275.34,190746.97,连续三个交易日内，涨幅偏离值累计达20%的证券
30,601015,陕西黑猫,5.5,23.93,84083.44,448639.26,连续三个交易日内，涨幅偏离值累计达20%的证券
31,603105,芯能科技,12.74,20.31,25119.17,295563.35,连续三个交易日内，涨幅偏离值累计达20%的证券
32,002218,拓日新能,6.59,14.19,19120.2066,122291.2411,涨幅偏离值达7%的证券
33,002310,东方新能,3.83,14.19,85202.7459,319486.5818,涨幅偏离值达7%的证券
34,002565,顺灏股份,16.98,14.19,28238.3145,471304.5707,涨幅偏离值达7%的证券
35,002896,中大力德,77.0,14.19,1262.2453,96747.0984,涨幅偏离值达7%的证券
36,600792,云煤能源,4.92,13.71,7889.12,38250.1,涨幅偏离值达7%的证券
37,600844,金煤科技,4.03,13.75,7589.6,29823.89,涨幅偏离值达7%的证券
38,603727,博迈科,19.75,13.67,2179.15,41423.08,涨幅偏离值达7%的证券
39,300040,九洲集团,8.43,40.67,21164.1598,177015.2552,
40,300345,华民股份,8.99,38.56,18505.1218,160477.1601,
41,301658,首航新能,60.81,60.33,2487.9603,155308.9481,
42,301667,纳百川,104.08,55.74,1253.9247,130638.6769,
43,301680,固德电材,122.46,41.18,691.8983,84641.6095,
44,300385,雪浪环境,15.61,20.0,709.9064,11081.6389,
45,300868,杰美特,46.33,20.0,1790.8859,79714.6704,
46,688622,禾信仪器,94.0,15.21,524.9603,47648.49,
47,300391,长药退,0.35,0.0,7686.0217,2915.8776,退市整理的证券
48,688268,华特气体,92.03,37.3,4149.4282,348086.72,
49,600370,三房巷,2.66,-20.57,125619.66,399613.06,连续三个交易日内，跌幅偏离值累计达20%的证券
