序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,600671,天目药业,-9.990574836730957,19.1,1.01 亿,23.25 亿,23.26 亿,122.77482604980469,4.185850143432617,22920,145651,5804490,1,6,中药Ⅱ
2,002963,豪尔赛,-10.013717651367188,13.12,7608.70 万,14.98 亿,19.73 亿,-56.22673416137695,4.855008602142334,158752,145348,3701152,1,1,装修装饰
3,002760,凤形股份,-10.0,19.53,1.40 亿,21.09 亿,21.09 亿,92.56781768798828,6.481603622436523,494109,141118,37081611,1,14,通用设备
4,002552,宝鼎科技,-10.00588607788086,15.29,1.82 亿,56.34 亿,59.32 亿,47.749534606933594,3.112004280090332,784377,144157,8244368,1,7,通用设备
5,600791,京能置业,-10.011000633239746,8.18,2.50 亿,37.00 亿,37.05 亿,-10.369987487792969,6.538276672363281,943816,150000,28318504,1,12,房地产开
6,605577,龙版传媒,-9.962264060974121,11.93,7817.01 万,53.02 亿,53.02 亿,13.513813018798828,1.4224050045013428,1080858,143901,5630960,1,1,出版
7,605258,协和电子,-10.0,30.87,1.27 亿,27.17 亿,27.17 亿,45.56758117675781,4.48272705078125,1132929,144453,5646123,1,3,元件
8,002918,蒙娜丽莎,-10.0,11.07,1.48 亿,23.59 亿,45.25 亿,42.160709381103516,5.994328498840332,1202202,141039,6558975,1,1,家居用品
9,000978,桂林旅游,-9.957924842834473,6.42,1.53 亿,30.05 亿,30.05 亿,63.01888656616211,4.918787002563477,1467612,142615,19690140,1,10,旅游及景
10,605058,澳弘电子,-9.990999221801758,30.0,2.78 亿,42.88 亿,42.88 亿,30.07878303527832,6.279694080352783,1542000,143050,31536000,1,1,元件
11,603306,华懋科技,-10.002500534057617,71.98,12.00 亿,237.17 亿,237.17 亿,103.1195297241211,4.8794379234313965,1744219,145602,54930239,1,7,汽车零部
12,600851,海欣股份,-9.94962215423584,7.15,1.30 亿,52.78 亿,86.30 亿,44.95640563964844,2.3966071605682373,1756755,142518,16091790,1,6,化学制药
13,002042,华孚时尚,-9.929078102111816,3.81,2.82 亿,64.80 亿,64.80 亿,92.88580322265625,4.227952480316162,1816608,143424,28586430,1,7,纺织制造
14,603291,联合水务,-10.0,10.71,9969.28 万,13.92 亿,45.33 亿,55.48896408081055,6.9145660400390625,2106657,143455,8962128,1,12,环境治理
15,605118,力鼎光电,-10.00719928741455,37.5,1.15 亿,152.67 亿,154.25 亿,53.56924057006836,0.7200650572776794,2283750,141733,4417500,1,1,计算机设
16,603057,紫燕食品,-10.0,23.76,1.60 亿,97.89 亿,97.89 亿,37.821014404296875,1.5737560987472534,2516184,135411,7840800,1,3,休闲食品
17,002571,德力股份,-10.02548885345459,10.59,1.50 亿,31.59 亿,41.51 亿,-34.66579055786133,4.604496955871582,2704686,143457,6571095,1,1,家居用品
18,603012,创力集团,-9.93710708618164,7.16,2.48 亿,46.29 亿,46.29 亿,39.4404182434082,5.158698081970215,2893685,145115,10341188,1,2,专用设备
19,601999,出版传媒,-10.038609504699707,6.99,1.41 亿,38.51 亿,38.51 亿,37.59956741333008,3.5604422092437744,3190236,140329,15292722,1,13,出版
20,600201,生物股份,-10.0,13.14,6.47 亿,146.08 亿,146.08 亿,67.91943359375,4.261318683624268,3287628,144745,38151990,1,2,动物保健
21,002290,禾盛新材,-9.995076179504395,54.84,4.96 亿,135.67 亿,136.06 亿,70.8248062133789,3.5407590866088867,3334272,144057,46400122,1,19,家电零部
22,603790,雅运股份,-9.986129760742188,19.47,1.12 亿,37.26 亿,37.26 亿,42.632930755615234,2.9091711044311523,4006926,141551,17155017,1,5,化学制品
23,001266,宏英智能,-10.008578300476074,31.47,1.97 亿,18.28 亿,32.60 亿,215.25491333007812,10.311220169067383,4031307,144245,12667304,1,15,自动化设
24,600370,三房巷,-10.13513469696045,2.66,9.37 亿,103.65 亿,103.65 亿,-16.65542984008789,8.823183059692383,4139742,150000,1660153685,2,2,化学纤维
25,603332,苏州龙杰,-9.969788551330566,11.92,1.55 亿,25.79 亿,25.79 亿,35.4306526184082,5.757561206817627,4298804,143449,17709544,1,9,化学纤维
26,603311,金海高科,-9.969419479370117,14.72,1.38 亿,34.72 亿,34.72 亿,34.01347351074219,3.82399845123291,4529344,132700,17257728,1,0,家电零部
27,603289,泰瑞机器,-10.036166191101074,9.95,9809.27 万,29.19 亿,29.19 亿,33.03544235229492,3.2290844917297363,5059575,140346,10406705,1,2,专用设备
28,600222,太龙药业,-10.056657791137695,6.35,2.11 亿,36.44 亿,36.44 亿,107.92037963867188,5.570254802703857,5163820,145251,18093055,1,6,中药Ⅱ
29,603829,洛凯股份,-9.981583595275879,24.44,1.84 亿,45.52 亿,45.52 亿,47.804290771484375,3.8549680709838867,5499000,144559,8805732,1,2,电网设备
30,002627,三峡旅游,-9.977578163146973,8.03,2.04 亿,57.58 亿,58.19 亿,50.82198715209961,3.4377622604370117,5513285,142900,54072412,1,14,旅游及景
31,002772,众兴菌业,-9.97402572631836,17.33,4.58 亿,67.61 亿,68.15 亿,20.345117568969727,6.640402793884277,5516589,141230,48187346,1,2,种植业
32,002899,英派斯,-9.996732711791992,27.55,1.70 亿,40.72 亿,40.72 亿,60.173851013183594,4.03839635848999,5741420,140457,14573950,1,7,文娱用品
33,001373,翔腾新材,-10.00273323059082,32.93,1.32 亿,10.91 亿,22.62 亿,-92.8228530883789,11.5873384475708,5808852,141727,4218333,1,5,光学光电
34,001216,华瓷股份,-9.978070259094238,16.42,1.71 亿,40.32 亿,41.36 亿,16.409805297851562,4.07912015914917,5952250,144439,14677838,1,2,家居用品
35,002316,亚联发展,-10.076045989990234,4.73,2.02 亿,16.12 亿,18.59 亿,301.5455627441406,11.92451000213623,6556253,144739,6579903,1,0,通信服务
36,603499,翔港科技,-10.016555786132812,21.74,1.88 亿,65.78 亿,65.78 亿,51.678749084472656,2.7546775341033936,6711138,143041,23346586,1,4,包装印刷
37,603219,富佳股份,-9.988584518432617,15.77,1.58 亿,88.53 亿,88.53 亿,82.67243957519531,1.741770625114441,7325165,141456,15369442,1,8,小家电
38,002726,龙大美食,-9.915014266967773,3.18,1.90 亿,34.29 亿,34.32 亿,-14.372846603393555,5.318047523498535,8670219,134057,30855858,1,6,食品加工
39,600331,宏达股份,-10.026041030883789,13.82,19.31 亿,280.82 亿,365.07 亿,-491.2874755859375,6.672880172729492,8868294,143806,124631233,1,5,农化制品
40,603668,天马科技,-10.023492813110352,11.49,1.81 亿,58.11 亿,58.11 亿,61.57084274291992,3.019507884979248,8981618,140648,39272820,1,3,饲料
41,000603,盛达资源,-10.002564430236816,35.09,14.22 亿,233.95 亿,242.11 亿,56.281105041503906,5.84966516494751,9543041,144427,167930213,1,0,贵金属
42,000601,韶能股份,-9.950860023498535,7.33,24.57 亿,76.93 亿,78.02 亿,33.911991119384766,29.52570343017578,10725989,144327,149823337,1,4,电力
43,600302,标准股份,-9.974640846252441,10.65,1.79 亿,36.85 亿,36.85 亿,-60.09774398803711,4.674651145935059,11553120,145144,14908935,1,0,专用设备
44,000534,万泽股份,-9.992758750915527,37.29,8.35 亿,186.44 亿,190.01 亿,83.85958099365234,4.302496910095215,13148454,143012,44285902,1,1,生物制品
45,000509,华塑控股,-9.911893844604492,4.09,5.74 亿,43.89 亿,43.89 亿,-333.9952697753906,12.667258262634277,13414586,144030,44158705,1,3,光学光电
46,001326,联域股份,-10.001808166503906,49.76,1.28 亿,11.99 亿,36.42 亿,139.8490447998047,10.25611400604248,13529744,141330,3975824,1,2,照明设备
47,600490,鹏欣资源,-9.960159301757812,6.78,7.77 亿,135.10 亿,150.03 亿,48.07693862915039,5.532559394836426,14565663,143935,44523580,1,4,工业金属
48,603008,喜临门,-9.980334281921387,18.31,2.86 亿,67.43 亿,67.43 亿,12.665653228759766,4.108063220977783,14576591,143508,21512419,1,5,家居用品
49,600769,祥龙电业,-10.015060424804688,11.95,1.80 亿,44.81 亿,44.81 亿,195.27554321289062,3.8881773948669434,14924355,143047,26343775,1,9,环境治理
50,603150,万朗磁塑,-10.001930236816406,46.61,1.62 亿,39.84 亿,39.84 亿,32.789146423339844,3.904402017593384,16904048,134552,7863107,1,1,塑料
51,000524,岭南控股,-9.992254257202148,11.62,2.62 亿,77.85 亿,77.88 亿,89.09268951416016,3.228436231613159,16989602,140351,37342032,1,8,旅游及景
52,605287,德才股份,-9.993012428283691,38.64,3.01 亿,54.10 亿,54.10 亿,82.68476104736328,5.364171504974365,17905776,141250,7283640,1,0,装修装饰
53,603381,永臻股份,-9.992913246154785,25.4,6.87 亿,36.10 亿,60.26 亿,2063.241455078125,18.23004913330078,17942560,144137,47422712,1,11,光伏设备
54,002208,合肥城建,-9.99281120300293,12.52,5.86 亿,100.55 亿,100.57 亿,-192.15591430664062,5.675834655761719,18244619,143151,129243759,2,1,房地产开
55,000020,深华发Ａ,-9.987141609191895,21.0,10.04 亿,38.04 亿,59.46 亿,209.70535278320312,25.72255516052246,18813900,144503,162989400,1,1,光学光电
56,603949,雪龙集团,-10.009182929992676,19.6,2.61 亿,41.20 亿,41.30 亿,50.75114059448242,6.256003379821777,19317760,130017,590062310,2,18,汽车零部
57,000677,恒天海龙,-10.0401611328125,4.48,5.24 亿,38.71 亿,38.71 亿,1056.4761962890625,13.207164764404297,21836568,143151,75675451,1,2,化学纤维
58,002796,世嘉科技,-10.00362491607666,49.66,9.07 亿,113.08 亿,125.33 亿,-184.24853515625,7.806509494781494,22659858,141054,47872240,1,3,通信设备
59,603175,超颖电子,-9.99885368347168,78.49,5.77 亿,34.54 亿,343.02 亿,149.11965942382812,16.068729400634766,24240537,132847,152482523,1,5,元件
60,002636,金安国纪,-10.0,28.17,14.33 亿,204.04 亿,205.08 亿,88.94097900390625,6.783108234405518,24727428,144436,258834662,1,3,元件
61,002800,天顺股份,-9.98746395111084,21.54,1.24 亿,31.85 亿,32.80 亿,-137.60243225097656,3.8594489097595215,27526482,104051,154870446,1,13,物流
62,002194,武汉凡谷,-10.0,10.35,3.08 亿,52.88 亿,70.72 亿,-518.0538940429688,5.739529132843018,31546913,111833,88142459,1,12,通信设备
63,001267,汇绿生态,-10.0,38.43,25.52 亿,232.95 亿,301.74 亿,437.5663146972656,10.560502052307129,32530995,144221,1264700133,1,1,基础建设
64,000823,超声电子,-10.020039558410645,13.47,4.79 亿,72.33 亿,72.33 亿,32.51716995239258,6.5481672286987305,40039790,131954,94450290,1,7,元件
65,001337,四川黄金,-9.993967056274414,44.76,7.01 亿,187.99 亿,187.99 亿,38.1984977722168,3.6368117332458496,74170274,133330,44048316,1,0,贵金属
66,603358,华达科技,-10.00446605682373,40.3,2.77 亿,183.44 亿,189.31 亿,36.095420837402344,1.4409480094909668,76892641,131922,24345230,1,0,汽车零部
67,605289,罗曼股份,-10.0,101.7,6.08 亿,110.18 亿,110.86 亿,394.3101806640625,5.315749168395996,79712460,135417,21821260,1,3,专业工程
68,002932,明德生物,-10.021668434143066,16.61,4646.32 万,25.93 亿,38.62 亿,214.3187255859375,1.7921626567840576,123891265,092500,187762762,1,0,医疗器械
69,002995,天地在线,-10.0,23.49,1.06 亿,26.41 亿,41.68 亿,-70.48487854003906,3.9658520221710205,146955319,093124,51656859,1,0,广告营销
70,600988,赤峰黄金,-9.995100975036621,36.74,2.29 亿,611.32 亿,698.21 亿,22.651777267456055,0.3745512068271637,943115910,092502,3650387202,1,0,贵金属
71,600703,三安光电,-9.97581672668457,14.89,4.36 亿,742.86 亿,742.86 亿,628.8287963867188,0.5863217115402222,2248487157,092502,9561594143,1,0,光学光电
