序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3813.2829,-143.77,-3.633,3957.0527,3904.9513,3906.622,3794.6844,804738850.0,1086248286014,10862.48 亿
2,sz399001,深证成指,13345.514,-520.688,-3.755,13866.202,13619.944,13758.975,13274.177,85158454965.0,1345269862246,13452.70 亿
3,Total,沪深总成交额,,,,,,,,,2431518148260,24315.18 亿
