序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,新能泰山,000720,4,4天4板,9.980039596557617,5.51,7.33 亿,69.23 亿,69.23 亿,10.642620086669922,338223085,093000,093000,0,电网设备
2,美诺华,603538,4,11天6板,9.994385719299316,39.18,8.20 亿,84.71 亿,86.37 亿,9.814326286315918,164223322,093517,093656,2,化学制药
3,融捷股份,002192,4,4天4板,9.998589515686035,78.0,31.45 亿,202.11 亿,202.53 亿,16.256052017211914,277430400,104015,104015,0,能源金属
4,晋控电力,000767,2,2天2板,9.935205459594727,5.09,25.30 亿,148.23 亿,156.62 亿,17.3112735748291,158160826,093036,100712,4,电力
5,金煤科技,600844,2,5天3板,9.911893844604492,4.99,4.70 亿,41.05 亿,50.72 亿,11.846728324890137,91732168,093436,093436,0,化学原料
6,广西能源,600310,2,6天3板,10.0,6.6,2.80 亿,96.74 亿,96.74 亿,2.899487018585205,312824252,092501,092501,0,电力
7,大东南,002263,2,2天2板,10.0,4.07,11.63 亿,76.45 亿,76.45 亿,15.978133201599121,124586615,103148,103148,0,塑料
8,神剑股份,002361,2,2天2板,10.0,13.64,35.39 亿,110.36 亿,129.72 亿,33.13972854614258,178578849,101645,105809,4,塑料
9,万邦德,002082,2,4天3板,10.012674331665039,26.04,6.99 亿,144.07 亿,159.28 亿,5.07498836517334,82268172,095857,095857,0,化学制药
10,石大胜华,603026,2,6天3板,9.997655868530273,93.85,28.44 亿,218.39 亿,218.39 亿,13.75806999206543,80470931,130820,130820,0,电池
11,金正大,002470,1,首板,9.964412689208984,3.09,8.44 亿,101.53 亿,101.54 亿,8.44374942779541,273487248,093209,093209,0,农化制品
12,苏利股份,603585,1,首板,10.026524543762207,20.74,6675.37 万,37.90 亿,38.76 亿,1.7774927616119385,50321130,093045,093106,1,农化制品
13,山东海化,000822,1,首板,10.068259239196777,6.45,4.81 亿,57.73 亿,57.73 亿,8.422403335571289,48133770,093212,093742,1,化学原料
14,贵广网络,600996,1,首板,9.989023208618164,10.02,1.62 亿,124.93 亿,124.93 亿,1.296431541442871,139227839,092501,092501,0,电视广播
15,百川股份,002455,1,首板,10.0,14.41,10.56 亿,74.82 亿,85.63 亿,14.67735481262207,203477572,093648,093648,0,化学制品
16,赤天化,600227,1,首板,10.051546096801758,4.27,13.43 亿,54.55 亿,72.11 亿,25.070058822631836,116505237,093414,100838,1,农化制品
17,建设工业,002265,1,4天2板,10.021977424621582,25.03,5.50 亿,258.57 亿,258.57 亿,2.171051025390625,125220058,093339,093339,0,汽车零部
18,鲁北化工,600727,1,首板,10.014103889465332,7.8,2.30 亿,41.23 亿,41.23 亿,5.668478012084961,28384200,093345,093457,1,化学原料
19,滨海能源,000695,1,首板,10.007698059082031,14.29,4.18 亿,31.70 亿,33.12 亿,13.474344253540039,82431865,093248,100318,1,电池
20,乐惠国际,603076,1,首板,10.015649795532227,28.12,1.76 亿,33.94 亿,33.94 亿,5.279626369476318,55488717,094405,094405,0,专用设备
21,国电南自,600268,1,首板,9.977989196777344,14.99,7.85 亿,151.52 亿,152.28 亿,5.267730712890625,66921580,094037,105849,1,电网设备
22,联环药业,600513,1,首板,10.008591651916504,25.61,6.69 亿,73.11 亿,73.11 亿,9.296667098999023,63097918,093916,095510,4,化学制药
23,奥瑞德,600666,1,8天5板,9.94575023651123,6.08,61.20 亿,147.12 亿,167.29 亿,43.05221176147461,52631155,095051,144521,20,光学光电
24,锡华科技,603248,1,首板,10.0,29.04,4.37 亿,20.13 亿,133.58 亿,22.45787239074707,156857149,095147,095147,0,风电设备
25,法尔胜,000890,1,首板,10.040816307067871,13.48,8.69 亿,56.55 亿,56.55 亿,15.770350456237793,99653542,095448,095448,0,环保设备
26,粤海饲料,001313,1,首板,10.043667793273926,7.56,1.35 亿,52.85 亿,52.92 亿,2.611823797225952,86885568,095200,095200,0,饲料
27,华孚时尚,002042,1,首板,9.950248718261719,4.42,3.50 亿,75.17 亿,75.17 亿,4.759020805358887,41449434,095524,130706,3,纺织制造
28,东方新能,002310,1,10天5板,10.028653144836426,3.84,20.28 亿,161.24 亿,230.37 亿,13.075237274169922,277779805,094524,094524,0,电力
