序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300390,天华新能,64.01,12.99,7.36,698992,42.92 亿,17.39,65.85,56.0,57.12,56.65,10.4,132.22,4.68,锂矿概念
2,300518,新迅达,20.72,11.4,2.12,154691,3.15 亿,15.54,21.17,18.28,18.28,18.6,7.76,-111.8,5.5,锂矿概念
3,002176,江特电机,10.29,10.05,0.94,947326,9.38 亿,11.44,10.29,9.22,9.24,9.35,5.55,-116.63,5.17,锂矿概念
4,600338,西藏珠峰,17.48,10.01,1.59,1040453,17.61 亿,11.77,17.48,15.61,15.68,15.89,11.38,27.46,3.67,锂矿概念
5,000155,川能动力,16.16,10.01,1.47,1066397,16.50 亿,11.78,16.16,14.43,14.52,14.69,5.78,64.39,2.89,锂矿概念
6,002460,赣锋锂业,79.67,10.0,7.24,1312133,100.74 亿,11.29,79.67,71.49,71.49,72.43,10.83,4909.19,3.94,锂矿概念
7,002240,盛新锂能,42.23,10.0,3.84,557384,22.58 亿,10.45,42.23,38.22,38.5,38.39,6.11,-43.52,3.77,锂矿概念
8,002192,融捷股份,78.0,10.0,7.09,421223,31.45 亿,7.45,78.0,72.72,73.33,70.91,16.26,72.65,5.74,锂矿概念
9,002756,永兴材料,81.21,10.0,7.38,227438,17.90 亿,9.91,81.21,73.89,73.89,73.83,5.85,61.77,3.5,锂矿概念
10,000546,金圆股份,6.61,9.98,0.6,590039,3.75 亿,11.81,6.61,5.9,5.98,6.01,8.47,-37.85,1.27,锂矿概念
11,600773,西藏城投,19.7,8.0,1.46,647225,12.40 亿,12.55,20.05,17.76,18.14,18.24,6.8,-124.97,3.97,锂矿概念
12,300267,尔康制药,3.97,7.88,0.29,1046615,4.06 亿,10.33,3.98,3.6,3.65,3.68,7.36,155.18,1.83,锂矿概念
13,000688,国城矿业,42.44,7.5,2.96,476133,19.91 亿,10.92,43.43,39.12,39.38,39.48,4.02,46.72,19.33,锂矿概念
14,000792,盐湖股份,39.45,7.06,2.6,1606159,62.02 亿,9.93,39.98,36.32,36.33,36.85,3.04,34.77,5.08,锂矿概念
15,000762,西藏矿业,30.83,7.05,2.03,482435,14.43 亿,10.17,31.23,28.3,28.66,28.8,9.26,-1668.56,5.46,锂矿概念
