序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业,涨停价,涨速,振幅
2,美诺华,603538,4.0,11天6板,9.994385719299316,39.18,8.20 亿,84.71 亿,86.37 亿,9.814326286315918,164223322.0,093517,093656,2,化学制药,,,
3,融捷股份,002192,4.0,4天4板,9.998589515686035,78.0,31.45 亿,202.11 亿,202.53 亿,16.256052017211914,277430400.0,104015,104015,0,能源金属,,,
9,万邦德,002082,2.0,4天3板,10.012674331665039,26.04,6.99 亿,144.07 亿,159.28 亿,5.07498836517334,82268172.0,095857,095857,0,化学制药,,,
16,赤天化,600227,1.0,首板,10.051546096801758,4.27,13.43 亿,54.55 亿,72.11 亿,25.070058822631836,116505237.0,093414,100838,1,农化制品,,,
36,康弘药业,002773,1.0,首板,9.984089851379395,27.65,2.23 亿,189.91 亿,254.75 亿,1.2098702192306519,82156445.0,102145,102145,0,生物制品,,,
37,双鹭药业,002038,1.0,3天2板,9.983360290527344,6.61,3.72 亿,56.31 亿,67.91 亿,6.81654691696167,51211629.0,100809,101121,1,化学制药,,,
39,江特电机,002176,1.0,首板,10.053476333618164,10.29,9.38 亿,175.55 亿,175.58 亿,5.552846431732178,164881218.0,102721,102721,0,电机Ⅱ,,,
42,昭衍新药,603127,1.0,首板,10.003637313842773,30.24,5.90 亿,190.62 亿,226.60 亿,3.205502510070801,125763503.0,102926,102926,0,医疗服务,,,
45,金圆股份,000546,1.0,首板,9.983360290527344,6.61,3.75 亿,46.05 亿,51.40 亿,8.46899127960205,92501001.0,103642,103642,0,环境治理,,,
48,盛新锂能,002240,1.0,首板,10.002604484558105,42.23,22.58 亿,385.52 亿,386.53 亿,6.105584144592285,191513050.0,104415,104415,0,能源金属,,,
50,永兴材料,002756,1.0,首板,9.995936393737793,81.21,17.90 亿,315.69 亿,437.80 亿,5.850799083709717,135787667.0,104621,130009,1,能源金属,,,
58,奥赛康,002755,1.0,首板,10.007147789001465,15.39,3.96 亿,142.84 亿,142.84 亿,2.8554434776306152,47944405.0,130342,130342,0,化学制药,,,
62,川能动力,000155,1.0,首板,10.006807327270508,16.16,16.50 亿,298.34 亿,298.34 亿,5.776271343231201,144138635.0,130830,130830,0,电力,,,
66,赣锋锂业,002460,1.0,首板,9.995858192443848,79.67,100.74 亿,965.11 亿,1670.44 亿,10.8317232131958,219624297.0,131836,141233,4,能源金属,,,
67,信立泰,002294,1.0,首板,10.008888244628906,61.88,7.43 亿,689.69 亿,689.85 亿,1.111802577972412,65410315.0,133024,133024,0,化学制药,,,
69,西藏珠峰,600338,1.0,首板,10.006293296813965,17.48,17.61 亿,159.80 亿,159.80 亿,11.380900382995605,16598308.0,133236,143909,10,工业金属,,,
70,舒泰神,300204,1.0,首板,20.01729393005371,27.76,14.42 亿,125.94 亿,132.63 亿,12.279586791992188,103958812.0,133330,133330,0,化学制药,,,
8,国城矿业,000688,0.0,0天0板,7.497467041015625,42.44,19.91 亿,502.94 亿,502.94 亿,4.017781734466553,,105342,,3,工业金属,43.43,0.11795233935117722,10.916919708251953
