序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3913.7238,24.64,0.634,3889.0835,3852.0936,3924.1075,3852.0936,561342963.0,799696430886,7996.96 亿
2,sz399001,深证成指,13760.369,153.926,1.131,13606.443,13423.513,13842.397,13419.311,63025383844.0,1053565323026,10535.65 亿
3,Total,沪深总成交额,,,,,,,,,1853261753912,18532.62 亿
