序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300204,舒泰神,27.76,20.02,4.63,557081,14.42 亿,21.14,27.76,22.87,22.98,23.13,12.28,-324.12,15.23,单抗概念
2,002755,奥赛康,15.39,10.01,1.4,265028,3.96 亿,10.94,15.39,13.86,13.94,13.99,2.86,47.97,4.46,单抗概念
3,002294,信立泰,61.88,10.01,5.63,123918,7.43 亿,10.81,61.88,55.8,56.2,56.25,1.11,89.1,7.86,单抗概念
4,002773,康弘药业,27.65,9.98,2.51,83098,2.23 亿,11.02,27.65,24.88,24.92,25.14,1.21,18.5,2.78,单抗概念
5,002038,双鹭药业,6.61,9.98,0.6,580711,3.72 亿,11.81,6.61,5.9,5.98,6.01,6.82,36.1,1.19,单抗概念
6,688520,神州细胞,41.46,9.22,3.5,63569,2.58 亿,12.3,42.42,37.75,37.77,37.96,1.43,-33.37,133.74,单抗概念
7,688177,百奥泰,22.29,8.73,1.79,43318,9391.79 万,10.73,22.46,20.26,20.45,20.5,1.05,-27.43,24.77,单抗概念
8,688266,泽璟制药-U,100.69,7.89,7.36,51581,5.09 亿,10.56,101.99,92.13,92.55,93.33,1.95,-163.57,24.67,单抗概念
9,688235,百济神州-U,232.69,7.48,16.2,61319,13.99 亿,9.27,235.5,215.43,215.43,216.49,5.33,252.2,10.96,单抗概念
10,002653,海思科,55.14,7.46,3.83,68314,3.70 亿,9.55,55.7,50.8,51.03,51.31,1.41,156.84,14.61,单抗概念
11,688513,苑东生物,66.38,7.05,4.37,40403,2.66 亿,12.11,68.51,61.0,62.01,62.01,2.29,41.37,4.0,单抗概念
12,600276,恒瑞医药,55.18,6.88,3.55,991196,53.94 亿,8.46,55.48,51.11,51.3,51.63,1.55,47.5,5.98,单抗概念
13,688062,迈威生物-U,36.32,6.35,2.17,149599,5.37 亿,9.34,36.89,33.7,33.86,34.15,7.33,-14.97,41.53,单抗概念
14,000963,华东医药,35.48,5.91,1.98,194589,6.77 亿,7.25,35.53,33.1,33.2,33.5,1.11,16.98,2.58,单抗概念
15,600521,华海药业,15.82,5.89,0.88,280551,4.34 亿,7.76,15.88,14.72,14.8,14.94,1.87,46.71,2.56,单抗概念
