序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000592,平潭发展,11.62,10.0,43063.1442,490018.4153,涨幅偏离值达7%的证券
2,002222,福晶科技,71.94,10.0,4117.4388,287346.5138,涨幅偏离值达7%的证券
3,002309,中利集团,4.76,10.0,87510.1285,393907.4631,涨幅偏离值达7%的证券
4,002361,神剑股份,15.0,10.0,23000.3127,331335.467,涨幅偏离值达7%的证券
5,002432,九安医疗,75.5,10.0,5812.5786,410572.4153,涨幅偏离值达7%的证券
6,600135,乐凯胶片,11.06,9.8,5544.8326,56487.33,涨幅偏离值达7%的证券
7,600359,新农开发,7.65,9.83,2032.2925,15017.97,涨幅偏离值达7%的证券
8,600502,安徽建工,5.12,9.86,6207.7395,31721.87,涨幅偏离值达7%的证券
9,600955,维远股份,18.76,9.78,3382.1868,62912.14,涨幅偏离值达7%的证券
10,601388,怡球资源,3.94,9.81,14856.0596,57791.62,涨幅偏离值达7%的证券
11,000692,惠天热电,5.07,19.86,12079.728,56742.8004,振幅值达15%的证券
12,000720,新能泰山,4.96,16.73,30447.5995,160512.4321,振幅值达15%的证券
13,600310,广西能源,6.32,17.48,46650.2544,320797.47,振幅值达15%的证券
14,600666,奥瑞德,6.24,18.28,92218.9914,545669.62,振幅值达15%的证券
15,603687,大胜达,16.12,15.57,10394.948,156116.39,振幅值达15%的证券
16,605299,舒华体育,19.39,16.11,6426.4615,126521.8,振幅值达15%的证券
17,000767,晋控电力,4.58,-10.0,25994.4333,124002.6549,跌幅偏离值达7%的证券
18,000862,银星能源,7.14,-10.0,9248.9938,67240.5264,跌幅偏离值达7%的证券
19,000966,长源电力,4.96,-10.0,20232.0746,102366.1722,跌幅偏离值达7%的证券
20,001896,豫能控股,14.89,-10.0,17728.7172,270071.5959,跌幅偏离值达7%的证券
21,600396,华电辽能,8.09,-10.26,12095.71,99752.14,跌幅偏离值达7%的证券
22,600726,华电能源,6.01,-10.28,15671.2935,96947.21,跌幅偏离值达7%的证券
23,600758,辽宁能源,4.98,-10.19,10265.81,51824.56,跌幅偏离值达7%的证券
24,600982,宁波能源,6.62,-10.18,16675.618,112551.32,跌幅偏离值达7%的证券
25,601330,绿色动力,8.72,-10.26,8151.1628,72500.96,跌幅偏离值达7%的证券
26,900921,金煤B股,0.2,-8.51,656.06,140.25,跌幅偏离值达7%的证券
27,001367,海森药业,25.99,35.47,1453.2956,37453.0891,换手率达20%的证券
28,002263,大东南,4.1,28.46,53462.7147,223114.1989,换手率达20%的证券
29,002455,百川股份,14.82,32.93,21752.2459,317361.6783,换手率达20%的证券
30,002902,铭普光磁,28.78,32.87,6128.6273,174245.8485,换手率达20%的证券
31,600844,金煤科技,5.2,34.17,28113.6147,148786.58,换手率达20%的证券
32,603248,锡华科技,28.56,30.07,2084.2118,59968.37,换手率达20%的证券
33,603601,再升科技,14.5,31.85,36385.5146,506354.36,换手率达20%的证券
34,920069,普昂医疗,36.68,39.5,583.6955,21878.27,换手率达20%的证券
35,920078,族兴新材,29.7,61.04,1263.5473,36105.04,换手率达20%的证券
36,920088,科力股份,63.42,21.08,675.8954,44321.09,换手率达20%的证券
37,002149,西部材料,53.15,25.27,32448.4272,1569130.4328,连续三个交易日内，涨幅偏离值累计达20%的证券
38,003042,中农联合,19.77,22.0,3186.0481,57610.4299,连续三个交易日内，涨幅偏离值累计达20%的证券
39,600488,津药药业,4.76,20.42,11634.103,52260.67,连续三个交易日内，涨幅偏离值累计达20%的证券
40,600513,联环药业,28.17,20.12,5878.4236,156323.24,连续三个交易日内，涨幅偏离值累计达20%的证券
41,600996,贵广网络,11.02,20.08,11707.8774,123660.99,连续三个交易日内，涨幅偏离值累计达20%的证券
42,603538,美诺华,43.1,20.12,3012.4491,120326.67,连续三个交易日内，涨幅偏离值累计达20%的证券
43,603585,苏利股份,22.81,20.13,1328.4423,29087.48,连续三个交易日内，涨幅偏离值累计达20%的证券
44,603618,杭电股份,26.71,20.14,14437.7878,349907.83,连续三个交易日内，涨幅偏离值累计达20%的证券
45,300385,雪浪环境,19.82,20.0,6609.3941,116497.5529,
46,300900,广联航空,38.16,20.0,5877.0877,205653.6758,
47,301008,宏昌科技,35.24,20.0,726.3914,25584.1592,
48,688156,路德科技,24.22,19.96,961.1209,21394.97,
49,688308,欧科亿,94.98,19.4,4059.7126,379491.97,
50,688677,海泰新光,47.83,19.99,752.7732,34018.01,
51,688693,锴威特,54.9,20.0,723.177,38993.58,
52,300391,长药退,0.36,0.0,3442.9685,1248.0555,退市整理的证券
53,300751,迈为股份,230.53,-15.78,1879.4862,446627.2102,
54,301292,海科新源,99.18,35.68,3039.5091,298003.5713,
55,301667,纳百川,92.68,32.21,724.489,68016.2085,
56,688485,九州一轨,26.82,31.29,1803.2007,44256.33,
