序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,002675,东诚药业,14.48,10.03,1.32,143371,2.08 亿,0.0,14.48,14.48,14.48,13.16,1.93,61.03,2.74,肝素概念
2,002038,双鹭药业,7.27,9.98,0.66,1616881,11.68 亿,4.08,7.27,7.0,7.0,6.61,18.98,39.7,1.31,肝素概念
3,600196,复星医药,26.66,2.03,0.53,324332,8.59 亿,3.14,26.72,25.9,26.09,26.13,1.53,21.12,1.46,肝素概念
4,000153,丰原药业,6.56,2.02,0.13,92518,6025.21 万,3.11,6.57,6.37,6.39,6.43,2.02,22.8,1.45,肝素概念
5,300026,红日药业,3.55,2.01,0.07,454768,1.60 亿,4.02,3.56,3.42,3.45,3.48,1.66,99.04,1.23,肝素概念
6,002550,千红制药,7.66,2.0,0.15,276079,2.11 亿,3.46,7.71,7.45,7.48,7.51,2.93,19.19,3.56,肝素概念
7,603367,辰欣药业,16.85,1.51,0.25,89792,1.51 亿,3.92,17.01,16.36,16.38,16.6,1.98,14.98,1.24,肝素概念
8,600812,华北制药,5.41,1.5,0.08,238899,1.29 亿,3.75,5.45,5.25,5.28,5.33,1.39,43.92,1.69,肝素概念
9,603707,健友股份,9.82,1.34,0.13,100213,9781.54 万,2.17,9.82,9.61,9.64,9.69,0.62,27.71,2.37,肝素概念
10,002399,海普瑞,11.25,1.17,0.13,46401,5181.34 万,2.7,11.3,11.0,11.08,11.12,0.37,47.23,1.37,肝素概念
11,600062,华润双鹤,18.65,0.87,0.16,107234,1.99 亿,1.95,18.69,18.33,18.37,18.49,1.04,11.76,1.67,肝素概念
12,002393,力生制药,24.02,0.8,0.19,97969,2.35 亿,2.14,24.17,23.66,23.66,23.83,3.91,14.86,1.34,肝素概念
13,300255,常山药业,38.04,-1.32,-0.51,174578,6.70 亿,3.61,39.28,37.89,38.17,38.55,1.9,-585.06,23.04,肝素概念
