序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,603716,塞力医疗,22.75,10.01,2.07,321802,7.07 亿,12.28,22.75,20.21,20.21,20.68,15.22,-41.35,4.52,SPD概念
2,603122,合富中国,16.92,10.01,1.54,515439,8.39 亿,11.51,16.92,15.15,15.38,15.38,12.95,-200.19,6.37,SPD概念
3,301408,华人健康,17.3,2.25,0.38,107169,1.84 亿,4.61,17.44,16.66,16.7,16.92,4.68,33.12,3.3,SPD概念
4,300026,红日药业,3.55,2.01,0.07,454768,1.60 亿,4.02,3.56,3.42,3.45,3.48,1.66,99.04,1.23,SPD概念
5,000950,重药控股,5.7,1.97,0.11,222661,1.26 亿,3.04,5.71,5.54,5.55,5.59,1.29,19.24,0.85,SPD概念
6,000028,国药一致,26.18,1.87,0.48,61084,1.59 亿,2.53,26.2,25.55,25.65,25.7,1.28,12.83,0.78,SPD概念
7,000705,浙江震元,8.89,1.48,0.13,47342,4180.49 万,2.63,8.91,8.68,8.69,8.76,1.68,39.74,1.47,SPD概念
8,000411,英特集团,10.94,1.02,0.11,37115,4038.81 万,2.22,10.95,10.71,10.73,10.83,1.01,14.37,1.22,SPD概念
9,603108,润达医疗,12.86,0.86,0.11,86395,1.10 亿,3.14,12.91,12.51,12.51,12.75,1.43,-35.79,1.88,SPD概念
10,000503,国新健康,8.05,0.75,0.06,80920,6466.54 万,2.25,8.05,7.87,7.88,7.99,0.83,-42.71,6.23,SPD概念
11,301370,国科恒泰,10.43,0.48,0.05,19411,2019.31 万,2.12,10.47,10.25,10.36,10.38,0.6,54.65,1.96,SPD概念
12,301584,建发致新,26.23,0.23,0.06,25438,6627.89 万,3.32,26.45,25.58,25.77,26.17,4.74,36.06,5.32,SPD概念
13,600272,开开实业,12.85,-0.85,-0.11,28735,3687.22 万,2.78,13.07,12.71,12.99,12.96,1.8,260.87,4.35,SPD概念
