序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sh601138,工业富联,70.84,10.0,280.51 亿
2,sz300308,中际旭创,1049.2,3.066,264.68 亿
3,sz300394,天孚通信,378.19,10.437,263.97 亿
4,sz300502,新易盛,628.99,6.155,257.57 亿
5,sh688008,澜起科技,258.8,7.52,208.26 亿
6,sh688256,寒武纪,1316.88,3.053,204.35 亿
7,sz002475,立讯精密,80.15,3.835,180.22 亿
8,sz300476,胜宏科技,387.4,3.188,177.54 亿
9,sz002384,东山精密,220.75,0.588,172.57 亿
10,sh603986,兆易创新,365.0,3.239,171.27 亿
11,sz002281,光迅科技,197.97,-1.752,155.75 亿
12,sh688525,佰维存储,328.49,6.318,150.01 亿
13,sz301308,江波龙,611.9,8.949,148.73 亿
14,sh688041,海光信息,348.19,-0.286,141.65 亿
15,sz300750,宁德时代,434.05,0.649,136.68 亿
16,sz000988,华工科技,142.1,-1.429,136.40 亿
17,sz000066,中国长城,25.19,-0.67,129.28 亿
18,sh600522,中天科技,43.6,-1.089,123.73 亿
19,sh600584,长电科技,57.49,4.073,121.70 亿
20,sh600487,亨通光电,75.43,0.439,114.89 亿
