序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4242.572,28.083,0.666,4214.4891,4192.3145,4245.0684,4192.3145,705018739.0,1447463947685,14474.64 亿
2,sz399001,深证成指,16089.749,264.828,1.673,15824.921,15713.542,16100.456,15713.542,82734142943.0,1792550090893,17925.50 亿
3,Total,沪深总成交额,,,,,,,,,3240014038578,32400.14 亿
