序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3889.0835,-42.754,-1.087,3931.8375,3924.9621,3937.1041,3880.5729,615973981.0,848361335072,8483.61 亿
2,sz399001,深证成指,13606.443,-194.558,-1.41,13801.001,13756.87,13853.097,13573.12,66666803450.0,1095241403151,10952.41 亿
3,Total,沪深总成交额,,,,,,,,,1943602738223,19436.03 亿
