序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000533,顺钠股份,15.53,-8.54,13890.2625,221754.4429,跌幅偏离值达7%的证券
2,000890,法尔胜,12.25,-8.54,8612.5838,109142.3036,跌幅偏离值达7%的证券
3,002730,电光科技,23.27,-8.54,5590.9156,137084.7323,跌幅偏离值达7%的证券
4,002796,世嘉科技,45.61,-8.54,2152.5253,100660.8398,跌幅偏离值达7%的证券
5,002859,洁美科技,39.76,-8.54,1504.944,61775.6885,跌幅偏离值达7%的证券
6,601330,绿色动力,9.61,-8.93,11545.3606,114301.25,跌幅偏离值达7%的证券
7,601615,明阳智能,17.34,-8.83,16863.107,303968.87,跌幅偏离值达7%的证券
8,603358,华达科技,29.39,-8.87,4643.0958,140000.36,跌幅偏离值达7%的证券
9,603778,国晟科技,22.09,-8.9,10634.3974,241853.74,跌幅偏离值达7%的证券
10,603817,海峡环保,8.11,-8.9,4112.09,34185.26,跌幅偏离值达7%的证券
11,000539,粤电力A,7.49,19.18,38028.7661,282396.2722,振幅值达15%的证券
12,600032,浙江新能,12.61,20.31,21918.156,274820.75,振幅值达15%的证券
13,600135,乐凯胶片,10.38,22.11,6727.0544,77063.14,振幅值达15%的证券
14,600758,辽宁能源,6.14,20.5,43663.643,254277.61,振幅值达15%的证券
15,600982,宁波能源,6.68,18.97,24316.5335,161056.43,振幅值达15%的证券
16,603757,大元泵业,44.6,17.93,2160.2436,94881.05,振幅值达15%的证券
17,000601,韶能股份,8.07,33.23,34876.0785,293326.3268,换手率达20%的证券
18,000690,宝新能源,5.76,25.15,54689.7437,316015.1224,换手率达20%的证券
19,002309,中利集团,4.74,37.39,89957.5954,445158.2123,换手率达20%的证券
20,002455,百川股份,13.1,27.99,17640.9393,226987.9867,换手率达20%的证券
21,002580,圣阳股份,15.8,26.4,11930.9018,189659.2679,换手率达20%的证券
22,600666,奥瑞德,5.53,42.9,103796.7567,589285.27,换手率达20%的证券
23,600821,金开新能,10.44,28.11,56143.2352,615682.09,换手率达20%的证券
24,601133,柏诚股份,18.28,31.34,4682.1916,86765.19,换手率达20%的证券
25,603601,再升科技,13.44,36.99,42250.5352,561586.14,换手率达20%的证券
26,920028,新恒泰,17.79,26.92,1145.6281,20732.34,换手率达20%的证券
27,920078,族兴新材,24.62,28.21,583.9493,14722.02,换手率达20%的证券
28,920088,科力股份,65.66,28.14,902.4153,58934.68,换手率达20%的证券
29,000692,惠天热电,4.9,22.03,8506.415,37854.5802,连续三个交易日内，涨幅偏离值累计达20%的证券
30,000720,新能泰山,5.01,20.54,3912.9506,18777.7991,连续三个交易日内，涨幅偏离值累计达20%的证券
31,000722,湖南发展,18.28,20.51,11757.0603,212283.6996,连续三个交易日内，涨幅偏离值累计达20%的证券
32,000767,晋控电力,4.63,24.89,85514.1808,354301.9333,连续三个交易日内，涨幅偏离值累计达20%的证券
33,000927,中国铁物,3.34,20.54,65463.0498,213016.6976,连续三个交易日内，涨幅偏离值累计达20%的证券
34,002082,万邦德,23.67,28.92,11707.5219,251087.4403,连续三个交易日内，涨幅偏离值累计达20%的证券
35,002902,铭普光磁,28.55,20.55,3498.7532,97317.8809,连续三个交易日内，涨幅偏离值累计达20%的证券
36,600163,中闽能源,8.29,20.82,16809.4844,130358.81,连续三个交易日内，涨幅偏离值累计达20%的证券
37,600396,华电辽能,8.88,26.89,68171.9879,565724.67,连续三个交易日内，涨幅偏离值累计达20%的证券
38,600527,江南高纤,2.58,20.86,55974.2524,136980.2,连续三个交易日内，涨幅偏离值累计达20%的证券
39,600698,湖南天雁,8.31,20.94,16341.9826,134321.56,连续三个交易日内，涨幅偏离值累计达20%的证券
40,600726,华电能源,6.77,20.91,105872.3557,649541.67,连续三个交易日内，涨幅偏离值累计达20%的证券
41,600780,通宝能源,8.43,20.57,28540.318,222494.18,连续三个交易日内，涨幅偏离值累计达20%的证券
42,600800,渤海化学,5.21,20.68,10754.9486,52854.75,连续三个交易日内，涨幅偏离值累计达20%的证券
43,601869,长飞光纤,268.88,24.78,6281.2139,1552699.48,连续三个交易日内，涨幅偏离值累计达20%的证券
44,603115,海星股份,39.48,21.34,4526.6508,170015.17,连续三个交易日内，涨幅偏离值累计达20%的证券
45,603538,美诺华,35.62,20.79,5795.3422,195260.78,连续三个交易日内，涨幅偏离值累计达20%的证券
46,603808,歌力思,10.8,23.44,6311.0176,65500.11,连续三个交易日内，涨幅偏离值累计达20%的证券
47,603937,丽岛新材,14.32,25.98,4144.2108,55051.02,连续三个交易日内，涨幅偏离值累计达20%的证券
48,605366,宏柏新材,11.37,20.79,17491.4191,187430.68,连续三个交易日内，涨幅偏离值累计达20%的证券
49,002149,西部材料,46.74,11.46,9469.3175,425337.4469,涨幅偏离值达7%的证券
50,002192,融捷股份,70.91,11.46,4066.715,283952.3037,涨幅偏离值达7%的证券
51,002361,神剑股份,12.4,11.46,15813.7215,187587.8838,涨幅偏离值达7%的证券
52,600207,安彩高科,6.58,11.12,9210.1652,58019.17,涨幅偏离值达7%的证券
53,600310,广西能源,6.0,11.18,19957.8388,111851.92,涨幅偏离值达7%的证券
54,601908,京运通,5.03,11.15,27752.8151,133166.38,涨幅偏离值达7%的证券
55,603520,司太立,10.3,11.13,3842.0361,38939.89,涨幅偏离值达7%的证券
56,300040,九洲集团,9.33,36.17,18821.553,166047.2025,
57,300335,迪森股份,9.09,36.59,14056.4988,120123.435,
58,301292,海科新源,80.24,38.45,3275.2645,255279.1103,
59,301658,首航新能,55.3,37.47,1545.0477,87761.4156,
60,301667,纳百川,92.21,35.28,793.5435,74236.7503,
61,300391,长药退,0.39,0.0,3368.7245,1323.0839,退市整理的证券
62,300668,杰恩设计,42.65,18.47,1627.3878,65189.4615,
63,301306,西测测试,154.32,16.28,1464.877,211201.6791,
64,301196,唯科科技,114.25,31.85,3064.6452,318638.7815,
