序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,600350,山东高速,-10.007412910461426,12.14,1.73亿,586.92亿,586.92亿,17.57645606994629,0.2888096868991852,1614000,145107,38582352,1,1,铁路公路
2,002057,中钢天源,-10.018552780151367,9.7,6.18亿,73.07亿,73.13亿,26.448522567749023,8.22375202178955,1866280,145021,141019085,2,67,专业服务
3,002990,盛视科技,-10.001432418823242,62.81,6.26亿,86.69亿,164.47亿,1079.349609375,7.130200386047363,3071409,144303,239626431,1,5,计算机设
4,603937,丽岛新材,-9.992706298828125,12.34,3281.95万,25.78亿,25.78亿,24.881650924682617,1.2630929946899414,45285332,093141,111746104,2,0,工业金属
5,300522,世名科技,-20.0,19.28,7.22亿,50.73亿,62.17亿,727.0752563476562,13.585390090942383,54644956,135257,261414894,1,18,化学制品
6,003005,竞业达,-9.962825775146484,12.11,1373.27万,15.38亿,28.02亿,-18.169757843017578,0.8930666446685791,59090430,092500,52872260,1,0,IT服务Ⅱ
7,603001,奥康国际,-10.023866653442383,7.54,3.35亿,30.23亿,30.23亿,29.76952362060547,10.940196990966797,61627813,103956,107789578,1,2,服装家纺
8,002910,庄园牧场,-10.023309707641602,11.58,2.77亿,19.81亿,22.64亿,-17.966209411621094,13.453079223632812,64929384,095915,66655638,1,0,饮料乳品
9,603906,龙蟠科技,-9.981719017028809,24.62,5.81亿,138.61亿,194.77亿,22.725919723510742,4.156827449798584,130479845,094353,750869521,2,5,电池
10,000628,高新发展,-10.0,44.28,4.32亿,85.12亿,155.99亿,2178.708251953125,4.901682376861572,155480098,095145,129306456,1,0,房屋建设
11,301117,佳缘科技,-20.00946044921875,16.91,4238.49万,19.59亿,30.58亿,-31.624486923217773,2.163480520248413,190523634,092500,150458416,1,0,计算机设
12,002192,融捷股份,-9.99544620513916,79.06,10.43亿,204.86亿,205.28亿,18.462581634521484,4.998035907745361,306047505,094536,244912068,2,0,能源金属
