序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,兴发集团,600141,2天1板,4.338527679443359,34.15,36.0,38.67 亿,410.39 亿,410.39 亿,9.278182029724121,0.02929115481674671,092500,1,8.738161087036133,农化制品
2,TCL中环,002129,0天0板,-1.480750322341919,9.98,11.14,54.14 亿,403.17 亿,403.50 亿,12.684938430786133,0.0,093127,1,11.451135635375977,光伏设备
3,康强电子,002119,3天2板,2.4358975887298584,31.96,34.32,47.46 亿,119.94 亿,119.94 亿,38.35123062133789,0.03129890561103821,093148,1,9.935897827148438,半导体
4,中化国际,600500,4天3板,9.986129760742188,7.93,7.93,45.67 亿,284.55 亿,284.55 亿,16.102115631103516,0.0,093157,51,6.241331577301025,化学制品
5,盛剑科技,603324,2天1板,-0.206916943192482,33.76,37.21,6.32 亿,49.86 亿,49.86 亿,12.09549617767334,-0.11834319680929184,093304,2,10.198049545288086,环保设备
6,金安国纪,002636,5天3板,5.990565776824951,89.88,93.28,75.80 亿,651.01 亿,654.33 亿,11.649232864379883,1.444695234298706,093442,1,7.500000476837158,元件
7,魅视科技,001229,0天0板,6.159696102142334,27.92,28.93,2.12 亿,20.59 亿,40.05 亿,10.422354698181152,-0.10733453184366226,093542,1,10.456274032592773,计算机设
8,XD弘讯科,603015,0天0板,4.984177112579346,13.27,13.9,5.38 亿,53.64 亿,53.64 亿,9.830766677856445,0.0,093629,1,8.465189933776855,自动化设
9,华正新材,603186,0天0板,-0.04695386812090874,170.3,187.42,37.91 亿,267.01 亿,267.01 亿,13.530583381652832,-0.04695386812090874,093640,1,10.19485855102539,元件
10,赛腾股份,603283,0天0板,-0.05890437588095665,50.9,56.02,25.83 亿,179.44 亿,179.44 亿,13.632418632507324,0.0,093750,1,10.190458297729492,自动化设
11,华电能源,600726,0天0板,-0.3694581389427185,8.09,8.93,25.24 亿,604.75 亿,639.70 亿,3.9848034381866455,0.37220844626426697,093858,1,11.206896781921387,电力
12,黄河旋风,600172,0天0板,0.08460237085819244,11.83,13.0,33.85 亿,150.98 亿,170.61 亿,21.432817459106445,0.08460237085819244,093903,2,10.998308181762695,通用设备
13,中钢天源,002057,0天0板,2.816901445388794,11.68,12.5,10.18 亿,87.99 亿,88.05 亿,11.215093612670898,0.0,094215,1,9.683098793029785,专业服务
14,海鸥股份,603269,0天0板,7.492931365966797,22.81,23.34,8.84 亿,70.43 亿,70.43 亿,12.451249122619629,-0.5666957497596741,094224,3,8.906691551208496,通用设备
15,超颖电子,603175,0天0板,6.87197732925415,83.98,86.44,5.47 亿,38.19 亿,367.02 亿,14.219183921813965,1.180722951889038,094239,1,6.922881126403809,元件
16,富信科技,688662,0天0板,17.8125,150.8,153.6,27.06 亿,133.07 亿,133.07 亿,20.66844367980957,0.0,094258,5,15.671875,其他电子
17,神工股份,688233,0天0板,4.570567607879639,104.1,119.46,27.39 亿,177.29 亿,177.29 亿,14.411282539367676,0.0,094835,1,16.534404754638672,半导体
18,丰林集团,601996,0天0板,10.162601470947266,2.71,2.71,2.20 亿,30.38 亿,30.38 亿,7.352302551269531,0.0,095538,10,9.756096839904785,家居用品
19,美湖股份,603319,0天0板,6.733314037322998,36.3,37.41,17.30 亿,123.11 亿,123.11 亿,13.930858612060547,1.1423794031143188,095600,2,6.174654483795166,汽车零部
20,恒盛能源,605580,0天0板,7.080745697021484,25.86,26.57,6.93 亿,72.41 亿,72.41 亿,9.496803283691406,0.0,095607,3,9.565217018127441,电力
21,应流股份,603308,0天0板,4.809200286865234,60.15,63.13,24.49 亿,408.45 亿,408.45 亿,5.860065460205078,0.0,095849,3,7.928210258483887,通用设备
22,通易航天,920642,0天0板,28.705442428588867,13.72,13.85,2.73 亿,13.71 亿,14.22 亿,20.43306541442871,0.0,100005,1,29.080673217773438,航空装备
23,索辰科技,688507,0天0板,19.951574325561523,247.7,247.8,33.75 亿,121.96 亿,220.72 亿,28.926475524902344,0.0,100058,3,17.820823669433594,软件开发
24,东方精工,002611,0天0板,8.166862487792969,18.41,18.72,19.59 亿,184.45 亿,224.10 亿,10.60418701171875,-0.21680216491222382,100339,3,9.5769681930542,专用设备
25,科力尔,002892,0天0板,5.5276384353637695,10.5,10.95,2.86 亿,52.62 亿,78.19 亿,5.375954627990723,0.09532888978719711,100748,1,9.949748992919922,电机Ⅱ
26,航天动力,600343,0天0板,6.271186351776123,25.08,25.96,17.41 亿,160.06 亿,160.06 亿,10.740883827209473,0.0,100823,4,8.686440467834473,通用设备
27,天融信,002212,0天0板,5.306799411773682,6.35,6.63,3.82 亿,74.09 亿,74.90 亿,5.095006465911865,-0.15723270177841187,100930,1,9.452735900878906,软件开发
28,大千生态,603955,0天0板,7.882200241088867,24.91,25.4,1.30 亿,33.81 亿,33.81 亿,3.8801207542419434,-0.12028869241476059,101816,1,7.7955827713012695,基础建设
29,出版传媒,601999,0天0板,6.129597187042236,6.06,6.28,1.29 亿,33.39 亿,33.39 亿,3.8502206802368164,0.0,101820,2,10.507881164550781,出版
30,诺德股份,600110,0天0板,5.891980171203613,12.94,13.44,36.28 亿,224.53 亿,224.53 亿,16.126569747924805,0.0,102338,1,9.32896900177002,电池
31,帝欧水华,002798,0天0板,1.612903118133545,6.3,6.82,2.96 亿,30.51 亿,34.97 亿,9.288106918334961,-0.3164556920528412,102548,1,8.709677696228027,家居用品
