序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000032,深桑达A,18.92,20.65,14197.6684,253446.0702,连续三个交易日内，涨幅偏离值累计达20%的证券
2,000510,新金路,19.37,20.66,10676.1927,196463.346,连续三个交易日内，涨幅偏离值累计达20%的证券
3,001257,盛龙股份,27.74,20.65,4781.7358,122420.7607,连续三个交易日内，涨幅偏离值累计达20%的证券
4,002203,海亮股份,23.44,20.69,12936.6464,297084.327,连续三个交易日内，涨幅偏离值累计达20%的证券
5,002971,和远气体,58.03,20.7,8156.8264,457409.7716,连续三个交易日内，涨幅偏离值累计达20%的证券
6,600067,冠城新材,3.48,20.29,15295.8878,50449.38,连续三个交易日内，涨幅偏离值累计达20%的证券
7,600500,中化国际,7.93,20.11,61668.0218,484732.8,连续三个交易日内，涨幅偏离值累计达20%的证券
8,601958,金钼股份,25.52,20.05,6341.5849,148930.43,连续三个交易日内，涨幅偏离值累计达20%的证券
9,603014,威高血净,36.53,20.04,1155.9867,40627.7,连续三个交易日内，涨幅偏离值累计达20%的证券
10,603065,宿迁联盛,13.6,20.04,2271.5933,29299.99,连续三个交易日内，涨幅偏离值累计达20%的证券
11,603608,天创时尚,26.39,22.38,13268.2692,317753.81,连续三个交易日内，涨幅偏离值累计达20%的证券
12,000630,铜陵有色,7.1,9.01,62897.8721,435605.0981,涨幅偏离值达7%的证券
13,001696,宗申动力,22.84,9.01,9367.254,210591.9056,涨幅偏离值达7%的证券
14,002812,恩捷股份,67.54,9.01,4749.8357,310332.1091,涨幅偏离值达7%的证券
15,600162,香江控股,3.47,9.04,51887.0817,168657.36,涨幅偏离值达7%的证券
16,600906,财达证券,6.99,8.96,16356.2985,111161.62,涨幅偏离值达7%的证券
17,601996,丰林集团,2.71,9.05,8241.3017,21998.33,涨幅偏离值达7%的证券
18,603020,爱普股份,13.04,8.93,2384.683,30414.13,涨幅偏离值达7%的证券
19,000833,粤桂股份,24.01,-10.99,8855.9645,215784.4249,跌幅偏离值达7%的证券
20,002361,神剑股份,15.74,-10.89,22816.8299,379005.1173,跌幅偏离值达7%的证券
21,002421,达实智能,4.4,-10.99,66434.3025,294548.5156,跌幅偏离值达7%的证券
22,002669,康达新材,15.5,-10.99,6500.6849,103770.5674,跌幅偏离值达7%的证券
23,002962,五方光电,17.3,-10.99,1850.5572,32701.3712,跌幅偏离值达7%的证券
24,600791,京能置业,12.14,-11.12,955.96,11645.58,跌幅偏离值达7%的证券
25,603078,江化微,41.72,-11.12,5221.4798,229442.63,跌幅偏离值达7%的证券
26,603211,晋拓股份,29.78,-11.12,1688.85,51735.3,跌幅偏离值达7%的证券
27,603657,春光科技,22.93,-11.12,738.98,17212.26,跌幅偏离值达7%的证券
28,603938,三孚股份,53.07,-11.12,4088.4331,223731.31,跌幅偏离值达7%的证券
29,002051,中工国际,10.56,19.85,13613.9682,151017.289,振幅值达15%的证券
30,002613,北玻股份,4.35,15.01,17192.063,78140.6327,振幅值达15%的证券
31,002845,同兴达,14.18,15.07,2665.2574,38988.5556,振幅值达15%的证券
32,603203,快克智能,54.1,19.26,2904.1818,171890.98,振幅值达15%的证券
33,603466,风语筑,11.45,22.03,10952.733,120489.23,振幅值达15%的证券
34,603688,石英股份,70.89,18.02,5855.783,442840.09,振幅值达15%的证券
35,603773,沃格光电,129.8,19.41,5460.6584,728303.88,振幅值达15%的证券
36,002119,康强电子,31.96,38.35,14392.6029,474645.4048,换手率达20%的证券
37,002354,天娱数科,7.52,37.37,60804.7083,464198.3265,换手率达20%的证券
38,002842,翔鹭钨业,39.69,44.14,11850.9362,478655.5897,换手率达20%的证券
39,603120,肯特催化,57.84,26.59,1007.8406,57230.78,换手率达20%的证券
40,603399,永杉锂业,20.45,30.84,15801.1819,316553.48,换手率达20%的证券
41,603435,嘉德利,60.91,25.24,900.7446,56643.89,换手率达20%的证券
42,603459,红板科技,75.67,21.61,1708.3048,134406.43,换手率达20%的证券
43,920083,金戈新材,39.8,68.57,1377.6299,58956.3,换手率达20%的证券
44,920088,科力股份,45.98,24.53,793.602,34363.32,换手率达20%的证券
45,920161,龙辰科技,36.5,29.86,1101.6753,42594.56,换手率达20%的证券
46,920206,彩客科技,61.2,33.49,477.4807,32828.99,换手率达20%的证券
47,920211,新睿电子,121.66,30.11,173.4289,22264.96,换手率达20%的证券
48,600592,龙溪股份,15.56,-23.74,5279.6287,90625.39,连续三个交易日内，跌幅偏离值累计达20%的证券
49,600703,三安光电,13.92,-20.08,103139.3375,1565778.36,连续三个交易日内，跌幅偏离值累计达20%的证券
50,600707,彩虹股份,9.86,-21.34,70030.9538,760235.61,连续三个交易日内，跌幅偏离值累计达20%的证券
51,603135,中重科技,12.02,-24.46,13818.5494,182153.37,连续三个交易日内，跌幅偏离值累计达20%的证券
52,605018,长华集团,15.65,-21.38,9163.8642,157038.41,连续三个交易日内，跌幅偏离值累计达20%的证券
53,300263,隆华科技,15.44,30.89,45411.0907,673858.7031,
54,300334,津膜科技,13.41,32.31,15426.0601,188631.2186,
55,300894,火星人,11.91,32.06,7358.4968,81536.5136,
56,301176,逸豪新材,56.6,30.54,4207.3797,208323.5492,
57,688010,福光股份,47.84,43.3,3977.5739,168726.98,
58,688545,兴福电子,108.0,30.77,7454.9125,732267.23,
59,688662,富信科技,150.8,33.69,3228.3223,443899.24,
