序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4031.5129,44.498,1.116,3987.0147,4017.8648,4060.271,4008.1769,743131092.0,1537401519425,15374.02 亿
2,sz399001,深证成指,14963.407,111.431,0.75,14851.976,15149.52,15171.224,14943.433,79233642260.0,1677548225902,16775.48 亿
3,Total,沪深总成交额,,,,,,,,,3214949745327,32149.50 亿
