序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,金富科技,003018,4天2板,2.2290546894073486,66.5,71.56,19.00 亿,157.86 亿,172.90 亿,11.842170715332031,1.6975072622299194,093006,1,11.391237258911133,包装印刷
2,春光科技,603657,2天1板,-1.0324931144714355,32.59,36.22,4.70 亿,44.06 亿,44.06 亿,10.370615005493164,-3.0059523582458496,093042,1,14.42453670501709,家电零部
3,福星股份,000926,0天0板,2.475247621536255,2.07,2.22,1.40 亿,32.57 亿,32.97 亿,4.268579959869385,-0.48076924681663513,093127,1,8.91089153289795,房地产开
4,美年健康,002044,0天0板,4.248366355895996,6.38,6.73,25.78 亿,247.18 亿,249.73 亿,10.31534194946289,0.0,093518,1,9.967320442199707,医疗服务
5,利欧股份,002131,0天0板,7.2463765144348145,7.4,7.59,82.82 亿,433.26 亿,501.11 亿,19.13201141357422,0.13531799614429474,094303,1,12.318840980529785,通用设备
6,新华百货,600785,0天0板,3.1196823120117188,18.18,19.39,3.88 亿,41.02 亿,41.02 亿,9.276193618774414,-0.21953897178173065,095658,1,10.777084350585938,一般零售
7,法狮龙,605318,2天1板,6.618999004364014,104.38,107.69,6.43 亿,131.24 亿,131.24 亿,4.91994571685791,-0.514677882194519,103920,2,10.0,装修建材
8,京能电力,600578,5天4板,7.263294696807861,8.27,8.48,41.50 亿,553.65 亿,553.65 亿,7.771902561187744,-0.241254523396492,105243,4,19.455251693725586,电力
9,浙能电力,600023,0天0板,8.943089485168457,6.7,6.77,17.66 亿,898.39 亿,898.39 亿,2.018480062484741,0.0,130456,2,10.894309043884277,电力
10,英诺激光,301021,0天0板,15.311759948730469,87.66,91.22,15.99 亿,133.86 亿,134.01 亿,12.555017471313477,0.0,134257,1,22.11260223388672,自动化设
11,鸿路钢构,002541,0天0板,5.949008464813232,18.7,19.42,6.06 亿,92.78 亿,129.03 亿,6.543792247772217,0.3757380545139313,134912,2,13.257791519165039,专业工程
12,精工钢构,600496,0天0板,7.444168567657471,4.33,4.43,5.39 亿,86.17 亿,86.17 亿,6.312968730926514,0.0,140933,1,9.925558090209961,专业工程
13,洁美科技,002859,0天0板,8.462273597717285,56.78,57.59,11.47 亿,230.47 亿,244.85 亿,5.111838340759277,0.21178962290287018,141506,1,12.301815032958984,其他电子
