序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4169.5378,38.01,0.92,4131.5276,4122.9608,4170.2887,4107.9944,617611067.0,1306522478007,13065.22 亿
2,sz399001,深证成指,15569.907,39.678,0.255,15530.229,15469.359,15585.036,15221.35,73121652942.0,1580035927630,15800.36 亿
3,Total,沪深总成交额,,,,,,,,,2886558405637,28865.58 亿
