序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002808,恒久退,-9.090909004211426,0.2,164.65万,3737.22万,5376.00万,-1.4636485576629639,4.392643451690674,354711,140245,1542744,2,2,光学光电
2,603898,好莱客,-9.985734939575195,12.62,1.22亿,37.89亿,39.29亿,-42.84114456176758,3.1304054260253906,1535854,150000,5234776,1,7,家居用品
3,002534,西子洁能,-10.0,15.84,4.97亿,130.74亿,132.41亿,55.01354217529297,3.636762857437134,1967328,145557,47987279,1,18,其他电源
4,603179,新泉股份,-9.992401123046875,47.38,13.45亿,338.39亿,338.39亿,41.57117462158203,3.826982021331787,3725963,150000,50160963,1,6,汽车零部
5,002518,科士达,-10.00874137878418,41.18,9.63亿,232.73亿,239.76亿,43.23341369628906,4.007968902587891,4118000,144115,102156337,1,17,其他电源
6,600562,国睿科技,-10.008517265319824,21.13,5.05亿,262.40亿,262.40亿,84.98930358886719,1.8372008800506592,4392927,150000,67220867,1,18,军工电子
7,603826,坤彩科技,-10.016155242919922,22.28,4.61亿,145.98亿,145.98亿,49.1243782043457,3.0434482097625732,4863724,150000,23064256,1,14,非金属材
8,002427,尤夫股份,-10.0,4.32,1.30亿,42.53亿,42.57亿,-53.06942367553711,3.012272357940674,5805406,134448,29434750,1,1,化学纤维
9,002497,雅化集团,-9.979716300964355,22.19,30.00亿,235.12亿,255.75亿,18.870834350585938,12.251301765441895,9834608,143645,133638853,1,2,化学制品
10,002057,中钢天源,-10.016695022583008,10.78,5.20亿,81.21亿,81.27亿,29.393306732177734,6.165060043334961,10809106,145206,7760522,1,0,专业服务
11,603610,麒盛科技,-10.01878547668457,14.37,1.74亿,50.72亿,50.72亿,37.61049270629883,3.322652578353882,10905809,150000,29306178,2,2,家居用品
12,002810,山东赫达,-9.979549407958984,22.01,2.81亿,71.07亿,76.96亿,18.73314094543457,3.8964521884918213,13981610,130015,102942971,1,8,化学制品
13,600301,华锡有色,-10.003540992736816,50.83,9.40亿,139.95亿,321.53亿,44.19268798828125,6.597132682800293,16306264,144345,123466577,2,6,小金属
14,603937,丽岛新材,-9.980301856994629,13.71,1.25亿,28.64亿,28.64亿,27.6440372467041,4.3274993896484375,17254035,100126,789578094,1,0,工业金属
15,603678,火炬电子,-9.994222640991211,62.32,24.59亿,296.37亿,296.37亿,186.80999755859375,7.911929130554199,17281336,150000,128963075,3,3,军工电子
16,600458,时代新材,-10.019268035888672,14.01,8.33亿,121.68亿,133.42亿,21.080415725708008,6.613283157348633,18750984,142639,49892412,1,5,综合Ⅱ
