序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,1128.35,0.575,363.23亿
2,sh603986,兆易创新,603.17,-2.715,354.94亿
3,sz000725,京东方Ａ,7.63,0.66,253.45亿
4,sz300502,新易盛,510.84,0.145,230.33亿
5,sz002384,东山精密,237.56,0.291,228.02亿
6,sh600584,长电科技,94.11,-6.813,199.14亿
7,sh688256,寒武纪,1413.55,1.841,167.75亿
8,sz000938,紫光股份,33.62,6.798,164.15亿
9,sh688981,中芯国际,152.1,4.594,150.91亿
10,sz002185,华天科技,21.57,-1.642,148.12亿
11,sh688008,澜起科技,247.15,-2.389,128.23亿
12,sh600487,亨通光电,76.96,-4.858,127.90亿
13,sh688525,佰维存储,396.22,-6.772,125.30亿
14,sh603019,中科曙光,98.15,4.973,119.01亿
15,sh601138,工业富联,66.01,3.496,118.93亿
16,sz002371,北方华创,802.32,-0.505,118.41亿
17,sz001309,德明利,825.0,-3.055,115.92亿
18,sh600176,中国巨石,56.06,-6.567,115.06亿
19,sh688012,中微公司,423.0,0.705,114.83亿
20,sz300408,三环集团,130.43,-6.836,114.68亿
