序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,603391,力聚热能,-10.001701354980469,52.91,1.10亿,12.04亿,48.15亿,321.48980712890625,8.64307689666748,5291,150000,8105812,1,11,专用设备
2,002963,豪尔赛,-10.017995834350586,15.0,9344.50万,18.45亿,22.55亿,-120.0933837890625,4.909993648529053,75000,144118,4498500,1,8,装修装饰
3,002976,瑞玛精密,-10.004185676574707,21.5,2.42亿,26.17亿,41.84亿,-75.75820922851562,8.97988510131836,101050,145200,32766645,1,8,汽车零部
4,603629,利通电子,-10.001982688903809,90.79,34.31亿,327.50亿,332.95亿,30.684255599975586,10.089908599853516,364975,145655,833737240,2,9,消费电子
5,603005,晶方科技,-10.0,31.05,19.78亿,202.50亿,202.50亿,77.36470794677734,9.337418556213379,492701,150000,64824729,1,6,半导体
6,605287,德才股份,-9.997238159179688,32.59,1.33亿,45.63亿,45.63亿,33.74607849121094,2.8114285469055176,527958,144332,11289176,1,1,装修装饰
7,002929,润建股份,-9.994617462158203,50.16,8.20亿,108.63亿,143.65亿,284.9722595214844,7.222620010375977,621984,150000,28470816,1,2,通信服务
8,601208,东材科技,-10.00409984588623,43.9,29.20亿,443.47亿,443.47亿,59.3407096862793,6.321259498596191,763860,150000,185683829,1,15,塑料
9,001226,拓山重工,-10.002127647399902,42.29,5954.81万,14.35亿,31.58亿,75.08744049072266,4.014366626739502,778136,143900,7840566,1,6,工程机械
10,002861,瀛通通讯,-9.978541374206543,16.78,1.66亿,25.20亿,31.26亿,-28.860010147094727,6.411439418792725,842356,145612,50810673,1,18,消费电子
11,600857,宁波中百,-9.985869407653809,19.11,4.85亿,42.87亿,42.87亿,56.2596549987793,10.27835750579834,901992,150000,15496298,1,4,一般零售
12,603196,璞源材料,-10.00874137878418,20.59,1.06亿,48.80亿,86.21亿,91.04217529296875,2.078630208969116,920373,150000,5894917,1,14,服装家纺
13,003013,地铁设计,-10.005955696105957,15.11,1.60亿,60.81亿,69.62亿,24.757871627807617,2.4917242527008057,942864,150000,9556545,1,5,工程咨询
14,301042,安联锐视,-20.003843307495117,41.63,4.26亿,38.40亿,40.29亿,89.5717544555664,10.572619438171387,1291487,150000,221126728,1,8,计算机设
15,605060,联德股份,-10.002387046813965,37.7,1.93亿,90.08亿,90.70亿,36.36983108520508,2.0637364387512207,1305174,143731,20090330,1,22,通用设备
16,600520,三佳科技,-10.006925582885742,25.99,3.63亿,41.18亿,41.18亿,689.873046875,8.393548965454102,1387866,150000,20693238,1,9,半导体
17,600366,宁波韵升,-9.968847274780273,11.56,8.20亿,127.05亿,127.05亿,27.256088256835938,6.225189208984375,1428816,150000,81367372,1,20,金属新材
18,000048,京基智农,-10.004833221435547,18.62,4.26亿,98.56亿,98.72亿,-10.680309295654297,4.167590618133545,1735384,145636,7006706,1,3,养殖业
19,603175,超颖电子,-10.0,77.85,4.77亿,35.40亿,340.23亿,-88.91709899902344,13.016142845153809,1736055,150000,42763770,1,27,元件
20,600234,科新发展,-10.0,18.54,1.83亿,48.67亿,48.67亿,-785.1831665039062,3.673279047012329,1753884,144932,59591268,1,14,装修装饰
21,603375,盛景微,-9.98967456817627,34.87,1.05亿,22.24亿,35.10亿,355.8079528808594,4.5463433265686035,1935285,143132,10673707,1,9,半导体
22,605186,健麾信息,-10.0,28.8,1.36亿,39.17亿,39.17亿,286.91009521484375,3.372058868408203,2007360,150000,37333439,1,9,自动化设
23,002903,宇环数控,-10.0,24.75,2.97亿,26.40亿,38.78亿,-112.1385269165039,10.71480941772461,2380950,145230,14114925,1,7,通用设备
24,603777,来伊份,-10.006807327270508,13.22,1.42亿,44.21亿,44.21亿,-78.7266845703125,3.1120479106903076,2394142,150000,29450194,1,16,休闲食品
25,002126,银轮股份,-10.008323669433594,43.25,14.54亿,343.90亿,366.25亿,42.77678298950195,4.062650680541992,2424854,145327,50252175,1,6,汽车零部
26,603124,江南新材,-10.0,115.56,6.47亿,89.68亿,168.42亿,53.870445251464844,6.916103839874268,2484540,150000,42851611,1,3,金属新材
27,002730,电光科技,-10.00395393371582,22.76,3.43亿,78.76亿,82.41亿,94.25304412841797,4.2186808586120605,2508152,150000,7647360,1,4,专用设备
28,603726,朗迪集团,-10.0,23.4,2.17亿,43.20亿,43.42亿,12.416848182678223,4.810385704040527,2627820,145056,22186008,1,6,家电零部
29,603407,长裕集团,-9.993906021118164,59.08,3.63亿,21.22亿,240.97亿,108.02700805664062,16.58443260192871,2634968,150000,50889974,1,13,化学原料
30,603890,春秋电子,-10.009057998657227,19.87,5.44亿,88.79亿,88.79亿,36.55263900756836,5.933010578155518,2670567,150000,50286414,1,6,消费电子
31,002921,联诚精密,-10.0,23.4,2.13亿,30.06亿,34.86亿,-918.2060546875,6.834386348724365,2702700,150000,6109740,1,0,汽车零部
32,600851,海欣股份,-10.044150352478027,8.15,3.30亿,60.16亿,98.38亿,84.98567962646484,5.336653709411621,2747365,150000,48828280,1,15,化学制药
33,603122,合富中国,-9.956331253051758,10.31,3.18亿,41.04亿,41.04亿,-123.83441925048828,7.4714741706848145,2785762,150000,22259290,1,6,医疗服务
34,603316,诚邦股份,-9.993715286254883,14.32,1.66亿,37.84亿,38.66亿,41.14467239379883,4.239926815032959,2879752,141530,29285832,1,17,半导体
35,002975,博杰股份,-10.003966331481934,90.77,11.30亿,124.68亿,188.92亿,71.66629791259766,8.78158187866211,2884670,145603,179386024,3,10,自动化设
36,301228,实朴检测,-20.006912231445312,46.3,3.52亿,55.30亿,55.56亿,-319.6357727050781,5.8516316413879395,2926160,144624,15792930,1,21,专业服务
37,300649,杭州园林,-19.99324607849121,23.69,2.99亿,25.14亿,31.37亿,-83.31512451171875,10.843436241149902,2951774,141957,19973039,1,8,基础建设
38,603380,易德龙,-9.994834899902344,34.85,2.00亿,55.91亿,55.91亿,45.790958404541016,3.430415630340576,3049375,150000,17268175,1,16,消费电子
39,002913,奥士康,-10.0,43.02,3.67亿,129.78亿,136.53亿,195.59539794921875,2.7018096446990967,3605076,145257,14794577,1,10,元件
40,000908,石药景峰,-10.026738166809082,6.73,4.21亿,59.21亿,118.42亿,806.6241455078125,6.852735996246338,3671376,144151,27390426,1,0,化学制药
41,605228,神通科技,-9.992486953735352,11.98,1.73亿,57.16亿,57.39亿,30.90141487121582,2.892646551132202,3860902,150000,25261182,1,26,汽车零部
42,002119,康强电子,-10.01523208618164,23.63,8.16亿,88.68亿,88.68亿,87.05097198486328,8.786890029907227,4130524,143821,69165010,1,12,半导体
43,002213,大为股份,-10.007173538208008,25.09,3.42亿,51.87亿,59.61亿,95.36203002929688,6.3713884353637695,4195048,144345,33951788,1,1,半导体
